trade_date,rolling_ic_mean,rolling_icir,window,factor,return_col,method
2022-07-01,0.08924701305918312,4.042290562633951,12,roa,future_return_20,spearman
2022-07-04,0.09247013059183108,3.932298822393776,12,roa,future_return_20,spearman
2022-07-05,0.09651755117162175,3.6498745705829134,12,roa,future_return_20,spearman
2022-07-06,0.106825970176901,2.4656131841291455,12,roa,future_return_20,spearman
2022-07-07,0.12221913494489212,1.9065012011989633,12,roa,future_return_20,spearman
2022-07-08,0.13402797073261094,1.81353613633843,12,roa,future_return_20,spearman
2022-07-11,0.14594794850421416,1.7833841125677425,12,roa,future_return_20,spearman
2022-07-12,0.16004908770954898,1.839126415950187,12,roa,future_return_20,spearman
2022-07-13,0.18220338983050852,2.0293709599361267,12,roa,future_return_20,spearman
2022-07-14,0.20232935074557754,2.348140993750287,12,roa,future_return_20,spearman
2022-07-15,0.21194776326757436,2.7344881789859703,12,roa,future_return_20,spearman
2022-07-18,0.22331666203575073,3.294394571379676,12,roa,future_return_20,spearman
2022-07-19,0.2288598684819858,3.821979359468109,12,roa,future_return_20,spearman
2022-07-20,0.22916550893766788,3.8640831077309477,12,roa,future_return_20,spearman
2022-07-21,0.2268963601000278,3.5806783555565267,12,roa,future_return_20,spearman
2022-07-22,0.2216773177734556,3.316564028133055,12,roa,future_return_20,spearman
2022-07-25,0.2137167731777346,3.247684240643305,12,roa,future_return_20,spearman
2022-07-26,0.2022135778456979,2.8680455332744073,12,roa,future_return_20,spearman
2022-07-27,0.1844910623321293,2.28067738961355,12,roa,future_return_20,spearman
2022-07-28,0.1681531907011207,2.0333816453860103,12,roa,future_return_20,spearman
2022-07-29,0.15179216449013616,2.181967116958078,12,roa,future_return_20,spearman
2022-08-01,0.14172918403260168,2.6627728315275196,12,roa,future_return_20,spearman
2022-08-02,0.14192368250439938,2.6551807873017497,12,roa,future_return_20,spearman
2022-08-03,0.1359544317866074,2.9307507335352967,12,roa,future_return_20,spearman
2022-08-04,0.13521811614337317,2.9547168295987083,12,roa,future_return_20,spearman
2022-08-05,0.13224043715846998,2.790856803672637,12,roa,future_return_20,spearman
2022-08-08,0.1291655089376679,2.5925004645609837,12,roa,future_return_20,spearman
2022-08-09,0.11418449569324814,1.723793359185958,12,roa,future_return_20,spearman
2022-08-10,0.09320644623506531,1.1339882459208463,12,roa,future_return_20,spearman
2022-08-11,0.0814253959433176,0.9160084220726468,12,roa,future_return_20,spearman
2022-08-12,0.07835972955450589,0.8627582405318668,12,roa,future_return_20,spearman
2022-08-15,0.07911793680062645,0.8309147519377617,12,roa,future_return_20,spearman
2022-08-16,0.07524868018894139,0.756627593106909,12,roa,future_return_20,spearman
2022-08-17,0.06385724429625515,0.6494661412714338,12,roa,future_return_20,spearman
2022-08-18,0.04688107807724369,0.5214111171512724,12,roa,future_return_20,spearman
2022-08-19,0.031111816774500863,0.3689540902692856,12,roa,future_return_20,spearman
2022-08-22,0.008456052607205713,0.13015267509205222,12,roa,future_return_20,spearman
2022-06-27,0.08725571918125408,3.2673753242404926,12,gross_margin,future_return_20,spearman
2022-06-28,0.08398364625094275,3.2463911851274827,12,gross_margin,future_return_20,spearman
2022-06-29,0.07943873298138374,2.922414741984566,12,gross_margin,future_return_20,spearman
2022-06-30,0.07433546355469113,2.5045381787424605,12,gross_margin,future_return_20,spearman
2022-07-01,0.06761878299527649,1.9247678265059844,12,gross_margin,future_return_20,spearman
2022-07-04,0.061517088080022236,1.5777252633458065,12,gross_margin,future_return_20,spearman
2022-07-05,0.0540752060757618,1.1952931311204185,12,gross_margin,future_return_20,spearman
2022-07-06,0.052931369824951384,1.1795071794652503,12,gross_margin,future_return_20,spearman
2022-07-07,0.05331573585255164,1.1801981992655062,12,gross_margin,future_return_20,spearman
2022-07-08,0.04871723626933408,1.2712923180668494,12,gross_margin,future_return_20,spearman
2022-07-11,0.04826803741780126,1.2721322505266168,12,gross_margin,future_return_20,spearman
2022-07-12,0.04234046494396593,1.1880034671836366,12,gross_margin,future_return_20,spearman
2022-07-13,0.04406316569417432,1.1947658038784206,12,gross_margin,future_return_20,spearman
2022-07-14,0.03856163749189591,1.0024214684294335,12,gross_margin,future_return_20,spearman
2022-07-15,0.02990645549689729,0.6365049371489194,12,gross_margin,future_return_20,spearman
2022-07-18,0.02318699638788553,0.44651322013857986,12,gross_margin,future_return_20,spearman
2022-07-19,0.012359914791145695,0.18462592724387505,12,gross_margin,future_return_20,spearman
2022-07-20,0.0006112809113642698,0.007616003077152446,12,gross_margin,future_return_20,spearman
2022-07-21,-0.005793275909974991,-0.06766107818233663,12,gross_margin,future_return_20,spearman
2022-07-22,-0.020459386866722242,-0.23145618473585558,12,gross_margin,future_return_20,spearman
2022-07-25,-0.03180976197091785,-0.3890836728268277,12,gross_margin,future_return_20,spearman
2022-07-26,-0.04524868018894138,-0.6068791412550126,12,gross_margin,future_return_20,spearman
2022-07-27,-0.059803649161804216,-0.914667409323797,12,gross_margin,future_return_20,spearman
2022-07-28,-0.06431879225710847,-1.0566193800940755,12,gross_margin,future_return_20,spearman
2022-07-29,-0.07007965175511717,-1.4544586256364933,12,gross_margin,future_return_20,spearman
2022-08-01,-0.06363804760581644,-1.0349366873427968,12,gross_margin,future_return_20,spearman
2022-08-02,-0.04592016300824304,-0.5188090528677214,12,gross_margin,future_return_20,spearman
2022-08-03,-0.033097156617578956,-0.33478273892947064,12,gross_margin,future_return_20,spearman
2022-08-04,-0.014499397980920627,-0.14296371704317296,12,gross_margin,future_return_20,spearman
2022-08-05,0.0007779938871908861,0.008252533153310846,12,gross_margin,future_return_20,spearman
2022-08-08,0.012855422802630363,0.14500249312058797,12,gross_margin,future_return_20,spearman
2022-08-09,0.017838288413448183,0.21704208902134728,12,gross_margin,future_return_20,spearman
2022-08-10,0.01370751134574419,0.15766537121410143,12,gross_margin,future_return_20,spearman
2022-08-11,0.01730573307400204,0.20725690433913457,12,gross_margin,future_return_20,spearman
2022-08-12,0.024914328054089104,0.329158988105644,12,gross_margin,future_return_20,spearman
2022-08-15,0.030028543282224863,0.3890710247468273,12,gross_margin,future_return_20,spearman
2022-08-16,0.032197832731314255,0.39750057644129294,12,gross_margin,future_return_20,spearman
2022-08-17,0.027371800808866663,0.32440433058827806,12,gross_margin,future_return_20,spearman
2022-08-18,0.011246179494303971,0.15217535859063294,12,gross_margin,future_return_20,spearman
2022-08-19,-0.00239749136664947,-0.035217299984987835,12,gross_margin,future_return_20,spearman
2022-08-22,-0.019533203667685475,-0.35111708738380126,12,gross_margin,future_return_20,spearman
2022-06-27,0.2761044734648514,6.417612375488114,12,gross_margin_stability,future_return_20,spearman
2022-06-28,0.2652562219664193,5.452975374130689,12,gross_margin_stability,future_return_20,spearman
2022-06-29,0.25661294804112256,5.007732653462611,12,gross_margin_stability,future_return_20,spearman
2022-06-30,0.2486369670587509,4.640986141923691,12,gross_margin_stability,future_return_20,spearman
2022-07-01,0.23838288413448186,3.971535095822474,12,gross_margin_stability,future_return_20,spearman
2022-07-04,0.22527974942534545,3.144978291683452,12,gross_margin_stability,future_return_20,spearman
2022-07-05,0.2179633231453182,2.9919864856051706,12,gross_margin_stability,future_return_20,spearman
2022-07-06,0.207631749560063,2.592801440562316,12,gross_margin_stability,future_return_20,spearman
2022-07-07,0.18107344632768363,1.9325371352161738,12,gross_margin_stability,future_return_20,spearman
2022-07-08,0.15541817171436512,1.4536355374052148,12,gross_margin_stability,future_return_20,spearman
2022-07-11,0.1159720292673891,0.9248136653999137,12,gross_margin_stability,future_return_20,spearman
2022-07-12,0.08546818560711311,0.701918716659398,12,gross_margin_stability,future_return_20,spearman
2022-07-13,0.061994072427526165,0.5171744549573029,12,gross_margin_stability,future_return_20,spearman
2022-07-14,0.04202093174029822,0.36665120061243217,12,gross_margin_stability,future_return_20,spearman
2022-07-15,0.02227007502083912,0.21065939417984406,12,gross_margin_stability,future_return_20,spearman
2022-07-18,0.002750764101139197,0.029281806699048254,12,gross_margin_stability,future_return_20,spearman
2022-07-19,-0.018722793368528307,-0.21416919140398832,12,gross_margin_stability,future_return_20,spearman
2022-07-20,-0.033342595165323716,-0.41030420243425436,12,gross_margin_stability,future_return_20,spearman
2022-07-21,-0.05130128739464668,-0.8343612499769933,12,gross_margin_stability,future_return_20,spearman
2022-07-22,-0.0654302120959526,-1.7136069586142664,12,gross_margin_stability,future_return_20,spearman
2022-07-25,-0.07341391127164955,-2.1329121062633294,12,gross_margin_stability,future_return_20,spearman
2022-07-26,-0.07344632768361584,-2.1364172157749413,12,gross_margin_stability,future_return_20,spearman
2022-07-27,-0.06541168843197186,-2.6722203585459416,12,gross_margin_stability,future_return_20,spearman
2022-07-28,-0.0642261739372048,-2.6062128084086815,12,gross_margin_stability,future_return_20,spearman
2022-07-29,-0.05919699916643514,-1.893758870039504,12,gross_margin_stability,future_return_20,spearman
2022-08-01,-0.05498286561081784,-1.4848121503689848,12,gross_margin_stability,future_return_20,spearman
2022-08-02,-0.05401037325182923,-1.4371050182031686,12,gross_margin_stability,future_return_20,spearman
2022-08-03,-0.048550523293507473,-1.1364590913965866,12,gross_margin_stability,future_return_20,spearman
2022-08-04,-0.029318329165508947,-0.4873856770266889,12,gross_margin_stability,future_return_20,spearman
2022-08-05,-0.009715661757895719,-0.12531153024306046,12,gross_margin_stability,future_return_20,spearman
2022-08-08,0.01317958692229323,0.13978644132638773,12,gross_margin_stability,future_return_20,spearman
2022-08-09,0.03638047605816431,0.34300189892293326,12,gross_margin_stability,future_return_20,spearman
2022-08-10,0.06423543576919516,0.5822174102417338,12,gross_margin_stability,future_return_20,spearman
2022-08-11,0.08877465962767438,0.7458141535154121,12,gross_margin_stability,future_return_20,spearman
2022-08-12,0.10927109382235807,0.9656725182069152,12,gross_margin_stability,future_return_20,spearman
2022-08-15,0.12416580363232212,1.1755618603977163,12,gross_margin_stability,future_return_20,spearman
2022-08-16,0.13636565712697973,1.3259664211439695,12,gross_margin_stability,future_return_20,spearman
2022-08-17,0.15028866043036648,1.5245494833862785,12,gross_margin_stability,future_return_20,spearman
2022-08-18,0.17272853570436233,2.2436549051240973,12,gross_margin_stability,future_return_20,spearman
2022-08-19,0.19510181399595128,4.119882158067083,12,gross_margin_stability,future_return_20,spearman
2022-08-22,0.20775215337593778,5.660871286010126,12,gross_margin_stability,future_return_20,spearman
2022-06-27,0.14266925997962399,9.279140933856405,12,debt_ratio,future_return_20,spearman
2022-06-28,0.1349263684356766,5.433403695647009,12,debt_ratio,future_return_20,spearman
2022-06-29,0.12314531814392889,3.0418626532994515,12,debt_ratio,future_return_20,spearman
2022-06-30,0.10858571825507086,1.8783508423231507,12,debt_ratio,future_return_20,spearman
2022-07-01,0.09494303973325927,1.3658685402997854,12,debt_ratio,future_return_20,spearman
2022-07-04,0.08589759781757561,1.185653587352357,12,debt_ratio,future_return_20,spearman
2022-07-05,0.08172640548300455,1.1580727221648768,12,debt_ratio,future_return_20,spearman
2022-07-06,0.07721589330369548,1.1207434732644566,12,debt_ratio,future_return_20,spearman
2022-07-07,0.0695841437436325,1.0990900691625016,12,debt_ratio,future_return_20,spearman
2022-07-08,0.06292025562656295,1.0884891310588891,12,debt_ratio,future_return_20,spearman
2022-07-11,0.05691395758080949,1.1078545165597757,12,debt_ratio,future_return_20,spearman
2022-07-12,0.053871445771973704,1.118304295982854,12,debt_ratio,future_return_20,spearman
2022-07-13,0.04770769658238402,1.1807111707544709,12,debt_ratio,future_return_20,spearman
2022-07-14,0.05007409465592295,1.14568106511109,12,debt_ratio,future_return_20,spearman
2022-07-15,0.05369084004816154,1.2026363807639944,12,debt_ratio,future_return_20,spearman
2022-07-18,0.06329999073816801,1.4878470534915715,12,debt_ratio,future_return_20,spearman
2022-07-19,0.07058442159859223,2.2340049785915808,12,debt_ratio,future_return_20,spearman
2022-07-20,0.07716032231175328,3.6822420128108337,12,debt_ratio,future_return_20,spearman
2022-07-21,0.08207835509863853,4.853375345208853,12,debt_ratio,future_return_20,spearman
2022-07-22,0.08329165508937669,4.908630331383367,12,debt_ratio,future_return_20,spearman
2022-07-25,0.08401407798462539,5.053979797846563,12,debt_ratio,future_return_20,spearman
2022-07-26,0.08751041956098919,4.800004003859633,12,debt_ratio,future_return_20,spearman
2022-07-27,0.09356302676669447,3.7002950772129295,12,debt_ratio,future_return_20,spearman
2022-07-28,0.10435306103547283,2.4340489529170313,12,debt_ratio,future_return_20,spearman
2022-07-29,0.11410577012133001,2.4659011445933134,12,debt_ratio,future_return_20,spearman
2022-08-01,0.12735945169954618,1.9357047121970221,12,debt_ratio,future_return_20,spearman
2022-08-02,0.13696860238955266,2.035124965617456,12,debt_ratio,future_return_20,spearman
2022-08-03,0.14106696304529037,2.110672518824405,12,debt_ratio,future_return_20,spearman
2022-08-04,0.15137538205056963,2.4210979629673655,12,debt_ratio,future_return_20,spearman
2022-08-05,0.15929887931832917,2.760084960794839,12,debt_ratio,future_return_20,spearman
2022-08-08,0.1615958136519404,2.9158187838808716,12,debt_ratio,future_return_20,spearman
2022-08-09,0.16665277391868116,3.2708566517316333,12,debt_ratio,future_return_20,spearman
2022-08-10,0.16943595443178663,3.640128728357894,12,debt_ratio,future_return_20,spearman
2022-08-11,0.1685838658886728,3.531990234730894,12,debt_ratio,future_return_20,spearman
2022-08-12,0.1668935815504307,3.4205051944761538,12,debt_ratio,future_return_20,spearman
2022-08-15,0.1625552552476698,3.3388715175062065,12,debt_ratio,future_return_20,spearman
2022-08-16,0.16061128091136428,3.1574612752881053,12,debt_ratio,future_return_20,spearman
2022-08-17,0.14780031490228768,4.529941071845684,12,debt_ratio,future_return_20,spearman
2022-08-18,0.14135176437899416,5.032548895480425,12,debt_ratio,future_return_20,spearman
2022-08-19,0.13917357996268806,4.701941617500892,12,debt_ratio,future_return_20,spearman
2022-08-22,0.1318236547189034,5.392684047894659,12,debt_ratio,future_return_20,spearman
2022-06-27,0.11322589608224509,15.975651144588829,12,asset_turnover,future_return_20,spearman
2022-06-28,0.10593418806811418,5.206114372536528,12,asset_turnover,future_return_20,spearman
2022-06-29,0.09783273131425398,3.298011261070921,12,asset_turnover,future_return_20,spearman
2022-06-30,0.08667839832052116,1.9939300754667395,12,asset_turnover,future_return_20,spearman
2022-07-01,0.07744929146985276,1.5393086151997764,12,asset_turnover,future_return_20,spearman
2022-07-04,0.06782186971128346,1.1809960698826558,12,asset_turnover,future_return_20,spearman
2022-07-05,0.061132722052421984,1.0281942601051708,12,asset_turnover,future_return_20,spearman
2022-07-06,0.05432064462350653,0.9357125696899025,12,asset_turnover,future_return_20,spearman
2022-07-07,0.049768454200240814,0.8928001498369563,12,asset_turnover,future_return_20,spearman
2022-07-08,0.04307678058720016,0.8330237755575914,12,asset_turnover,future_return_20,spearman
2022-07-11,0.04098360655737706,0.8457819080549999,12,asset_turnover,future_return_20,spearman
2022-07-12,0.039918495878484776,0.8510605184531866,12,asset_turnover,future_return_20,spearman
2022-07-13,0.04271093822358063,0.817863896417766,12,asset_turnover,future_return_20,spearman
2022-07-14,0.047513198110586276,0.8388790452945616,12,asset_turnover,future_return_20,spearman
2022-07-15,0.05001389274798556,0.8775528097753016,12,asset_turnover,future_return_20,spearman
2022-07-18,0.05866444382698899,1.0445991447238656,12,asset_turnover,future_return_20,spearman
2022-07-19,0.06507363156432343,1.2413522391935339,12,asset_turnover,future_return_20,spearman
2022-07-20,0.07006575900713162,1.5557114131631822,12,asset_turnover,future_return_20,spearman
2022-07-21,0.07076502732240438,1.6198933438569643,12,asset_turnover,future_return_20,spearman
2022-07-22,0.06824117810502918,1.4481529354582587,12,asset_turnover,future_return_20,spearman
2022-07-25,0.0632768361581921,1.217517589167666,12,asset_turnover,future_return_20,spearman
2022-07-26,0.05784940261183663,0.9953172279278203,12,asset_turnover,future_return_20,spearman
2022-07-27,0.04956469389645272,0.8470083361531873,12,asset_turnover,future_return_20,spearman
2022-07-28,0.05034731869963879,0.8493390184663885,12,asset_turnover,future_return_20,spearman
2022-07-29,0.0470501065110679,0.863871550534312,12,asset_turnover,future_return_20,spearman
2022-08-01,0.05154672594239142,0.8230026511116216,12,asset_turnover,future_return_20,spearman
2022-08-02,0.06008150412151525,0.8362721042925524,12,asset_turnover,future_return_20,spearman
2022-08-03,0.06409650828933965,0.847811701917786,12,asset_turnover,future_return_20,spearman
2022-08-04,0.07127905899786979,0.8876916444575775,12,asset_turnover,future_return_20,spearman
2022-08-05,0.07916550893766788,0.9812707790832033,12,asset_turnover,future_return_20,spearman
2022-08-08,0.08471334629989813,1.1056235027267742,12,asset_turnover,future_return_20,spearman
2022-08-09,0.0851254978234695,1.1182875200160673,12,asset_turnover,future_return_20,spearman
2022-08-10,0.07872094100213024,0.9033813595193002,12,asset_turnover,future_return_20,spearman
2022-08-11,0.07774381772714645,0.8783117412168182,12,asset_turnover,future_return_20,spearman
2022-08-12,0.07598406964897658,0.8408990273044065,12,asset_turnover,future_return_20,spearman
2022-08-15,0.07315163302937686,0.776469752460209,12,asset_turnover,future_return_20,spearman
2022-08-16,0.06996387885523757,0.7090025015165284,12,asset_turnover,future_return_20,spearman
2022-08-17,0.058429810749899676,0.600801485129655,12,asset_turnover,future_return_20,spearman
2022-08-18,0.04404001111419839,0.47271551911391957,12,asset_turnover,future_return_20,spearman
2022-08-19,0.028984241654427815,0.3238422638704065,12,asset_turnover,future_return_20,spearman
2022-08-22,0.0075669167361304,0.09970770360523276,12,asset_turnover,future_return_20,spearman
2022-07-08,0.04704084467907752,1.0536702303309349,12,vol_20,future_return_20,spearman
2022-07-11,0.03478744095582107,0.6680039307221839,12,vol_20,future_return_20,spearman
2022-07-12,0.02065156988052237,0.32971309544679156,12,vol_20,future_return_20,spearman
2022-07-13,0.024593251211756356,0.4114575568068097,12,vol_20,future_return_20,spearman
2022-07-14,0.02647957766046124,0.4672796298515057,12,vol_20,future_return_20,spearman
2022-07-15,0.02096036777892849,0.3690820276609134,12,vol_20,future_return_20,spearman
2022-07-18,0.010049087709548947,0.1521778590096496,12,vol_20,future_return_20,spearman
2022-07-19,0.006705566361026211,0.09744318425821095,12,vol_20,future_return_20,spearman
2022-07-20,-0.00019912938779290847,-0.003149293319596103,12,vol_20,future_return_20,spearman
2022-07-21,-0.0026998240251921864,-0.043741114088006364,12,vol_20,future_return_20,spearman
2022-07-22,9.261831990364905e-06,0.00014673575986853834,12,vol_20,future_return_20,spearman
2022-07-25,-0.01327220524219691,-0.2111417821481662,12,vol_20,future_return_20,spearman
2022-07-26,-0.031721774567009364,-0.47900724480487333,12,vol_20,future_return_20,spearman
2022-07-27,-0.03989534129850886,-0.5473679813892074,12,vol_20,future_return_20,spearman
2022-07-28,-0.04008520885431139,-0.5491290175974564,12,vol_20,future_return_20,spearman
2022-07-29,-0.052991571732888786,-0.7797681350230078,12,vol_20,future_return_20,spearman
2022-08-01,-0.06369824951375384,-1.041456495898213,12,vol_20,future_return_20,spearman
2022-08-02,-0.06778271742150599,-1.1175969519270015,12,vol_20,future_return_20,spearman
2022-08-03,-0.058743169398907114,-0.9495861391819154,12,vol_20,future_return_20,spearman
2022-08-04,-0.05295915532092249,-0.8197475247145062,12,vol_20,future_return_20,spearman
2022-08-05,-0.051611558766323985,-0.7795892447323423,12,vol_20,future_return_20,spearman
2022-08-08,-0.04425303324997685,-0.5642360174758196,12,vol_20,future_return_20,spearman
2022-08-09,-0.041062332129295186,-0.49466939134056237,12,vol_20,future_return_20,spearman
2022-08-10,-0.031365194035380205,-0.37262015209061067,12,vol_20,future_return_20,spearman
2022-08-11,-0.013948318977493754,-0.1737311637971645,12,vol_20,future_return_20,spearman
2022-08-12,-0.006631471705103274,-0.09261484073164632,12,vol_20,future_return_20,spearman
2022-08-15,9.093435045087876e-05,0.0012804960311328844,12,vol_20,future_return_20,spearman
2022-08-16,0.009974993053626004,0.1502179041304053,12,vol_20,future_return_20,spearman
2022-08-17,0.020530394245315053,0.3371912398308449,12,vol_20,future_return_20,spearman
2022-08-18,0.03350236176715754,0.6692494537672748,12,vol_20,future_return_20,spearman
2022-08-19,0.03850275870281427,0.7423268997365482,12,vol_20,future_return_20,spearman
2022-08-22,0.043864036306381395,0.802603542142232,12,vol_20,future_return_20,spearman
2022-08-05,-0.03929795313513013,-2.1450560340618194,12,vol_60,future_return_20,spearman
2022-08-08,-0.02769817012662248,-0.792484086271524,12,vol_60,future_return_20,spearman
2022-08-09,-0.026062795220894698,-0.7973361007787512,12,vol_60,future_return_20,spearman
2022-08-10,-0.030724583989379772,-0.9138011973071194,12,vol_60,future_return_20,spearman
2022-08-11,-0.03181994998610726,-0.9978473192879099,12,vol_60,future_return_20,spearman
2022-08-12,-0.03651014170602946,-1.0732841465173955,12,vol_60,future_return_20,spearman
2022-08-15,-0.03651014170602946,-1.0732841465173955,12,vol_60,future_return_20,spearman
2022-08-16,-0.03647679911086414,-1.0172822500378438,12,vol_60,future_return_20,spearman
2022-08-17,-0.03701028063350932,-0.9742088269359753,12,vol_60,future_return_20,spearman
2022-08-18,-0.04015698805223675,-1.0207862644671621,12,vol_60,future_return_20,spearman
2022-08-19,-0.04075735323304094,-0.9600884368527693,12,vol_60,future_return_20,spearman
2022-08-22,-0.0380198203204594,-0.8297351051894987,12,vol_60,future_return_20,spearman
2022-08-05,0.05061591182735945,1.323571727771686,12,beta_60,future_return_20,spearman
2022-08-08,0.048243559718969556,1.3601344838737326,12,beta_60,future_return_20,spearman
2022-08-09,0.039712420116699086,0.9745228822545837,12,beta_60,future_return_20,spearman
2022-08-10,0.021283689913864964,0.3169406302764707,12,beta_60,future_return_20,spearman
2022-08-11,0.009052514587385384,0.12201362587635291,12,beta_60,future_return_20,spearman
2022-08-12,-0.0027179266968097218,-0.033768742624522306,12,beta_60,future_return_20,spearman
2022-08-15,-0.0027179266968097218,-0.033768742624522306,12,beta_60,future_return_20,spearman
2022-08-16,-0.014820783550986389,-0.201544362252101,12,beta_60,future_return_20,spearman
2022-08-17,-0.023636195239418362,-0.32748402906353663,12,beta_60,future_return_20,spearman
2022-08-18,-0.03127257571547653,-0.4274052795032633,12,beta_60,future_return_20,spearman
2022-08-19,-0.040439804707656894,-0.54720708140919,12,beta_60,future_return_20,spearman
2022-08-22,-0.04813374085394092,-0.6184940776509872,12,beta_60,future_return_20,spearman
2022-07-08,-0.08306937112160787,-1.1331899241415668,12,turnover_20,future_return_20,spearman
2022-07-11,-0.08000635097050769,-1.1869034155531435,12,turnover_20,future_return_20,spearman
2022-07-12,-0.08432898027229788,-1.3260589312515487,12,turnover_20,future_return_20,spearman
2022-07-13,-0.07727455157296781,-1.2238815562833256,12,turnover_20,future_return_20,spearman
2022-07-14,-0.08210058349541541,-1.3359880540237283,12,turnover_20,future_return_20,spearman
2022-07-15,-0.09220743135719521,-1.3711289592180858,12,turnover_20,future_return_20,spearman
2022-07-18,-0.09239603593590813,-1.4409188309456216,12,turnover_20,future_return_20,spearman
2022-07-19,-0.09032601648606096,-1.4266216985462716,12,turnover_20,future_return_20,spearman
2022-07-20,-0.08759840696489767,-1.4135150014126079,12,turnover_20,future_return_20,spearman
2022-07-21,-0.08366675928498658,-1.4164639793489593,12,turnover_20,future_return_20,spearman
2022-07-22,-0.07724367879966658,-1.2763028759739776,12,turnover_20,future_return_20,spearman
2022-07-25,-0.08349078447716961,-1.4947287385945613,12,turnover_20,future_return_20,spearman
2022-07-26,-0.09179401685653425,-2.030782513068352,12,turnover_20,future_return_20,spearman
2022-07-27,-0.08766323978883024,-1.7463663098420579,12,turnover_20,future_return_20,spearman
2022-07-28,-0.07947114939335002,-1.4902315719184043,12,turnover_20,future_return_20,spearman
2022-07-29,-0.07777623413911273,-1.39799072699237,12,turnover_20,future_return_20,spearman
2022-08-01,-0.06406872279336855,-1.0230921637996098,12,turnover_20,future_return_20,spearman
2022-08-02,-0.05053255533944615,-1.052671789678763,12,turnover_20,future_return_20,spearman
2022-08-03,-0.050305640455682143,-1.0527838551548894,12,turnover_20,future_return_20,spearman
2022-08-04,-0.04476243400944708,-0.9935450016448002,12,turnover_20,future_return_20,spearman
2022-08-05,-0.039196072983236095,-0.9450192029169006,12,turnover_20,future_return_20,spearman
2022-08-08,-0.03104566083171252,-0.8350155224639231,12,turnover_20,future_return_20,spearman
