trade_date,factor,step,non_missing,mean,std,min,q25,median,q75,max,clipped_count
2022-04-07,revenue_yoy,raw,0,,,,,,,,0
2022-04-08,revenue_yoy,raw,0,,,,,,,,0
2022-04-11,revenue_yoy,raw,0,,,,,,,,0
2022-04-12,revenue_yoy,raw,0,,,,,,,,0
2022-04-13,revenue_yoy,raw,0,,,,,,,,0
2022-04-14,revenue_yoy,raw,0,,,,,,,,0
2022-04-15,revenue_yoy,raw,0,,,,,,,,0
2022-04-18,revenue_yoy,raw,0,,,,,,,,0
2022-04-19,revenue_yoy,raw,0,,,,,,,,0
2022-04-20,revenue_yoy,raw,0,,,,,,,,0
2022-04-21,revenue_yoy,raw,60,0.08865399064470589,0.05371623292948611,-0.0428714964353273,0.04966688558911338,0.0940219259011801,0.1193343449595774,0.200037516942714,0
2022-04-22,revenue_yoy,raw,60,0.08865399064470589,0.05371623292948611,-0.0428714964353273,0.04966688558911338,0.0940219259011801,0.1193343449595774,0.200037516942714,0
2022-04-25,revenue_yoy,raw,60,0.08865399064470589,0.05371623292948611,-0.0428714964353273,0.04966688558911338,0.0940219259011801,0.1193343449595774,0.200037516942714,0
2022-04-26,revenue_yoy,raw,60,0.08865399064470589,0.05371623292948611,-0.0428714964353273,0.04966688558911338,0.0940219259011801,0.1193343449595774,0.200037516942714,0
2022-04-27,revenue_yoy,raw,60,0.08865399064470589,0.05371623292948611,-0.0428714964353273,0.04966688558911338,0.0940219259011801,0.1193343449595774,0.200037516942714,0
2022-04-28,revenue_yoy,raw,60,0.08865399064470589,0.05371623292948611,-0.0428714964353273,0.04966688558911338,0.0940219259011801,0.1193343449595774,0.200037516942714,0
2022-04-29,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-02,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-03,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-04,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-05,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-06,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-09,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-10,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-11,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-12,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-13,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-16,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-17,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-18,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-19,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-20,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-23,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-24,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-25,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-26,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-27,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-30,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-05-31,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-01,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-02,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-03,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-06,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-07,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-08,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-09,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-10,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-13,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-14,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-15,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-16,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-17,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-20,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-21,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-22,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-23,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-24,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-27,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-28,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-29,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-06-30,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-01,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-04,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-05,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-06,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-07,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-08,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-11,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-12,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-13,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-14,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-15,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-18,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-19,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-20,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-21,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-22,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-25,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-26,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-27,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-28,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-07-29,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-01,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-02,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-03,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-04,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-05,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-08,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-09,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-10,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-11,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-12,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-15,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-16,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-17,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-18,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-19,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-22,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-23,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-24,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-25,revenue_yoy,raw,60,0.08682403956491075,0.056071650639655975,-0.0693181900254494,0.048325250975604125,0.0834719186851436,0.11885281954495618,0.2173004073230758,0
2022-08-26,revenue_yoy,raw,60,0.08185864214276235,0.052639792243313784,-0.0414870991319783,0.051857129421944925,0.08699475836049556,0.11102044197989185,0.1871986833748953,0
2022-08-29,revenue_yoy,raw,60,0.08185864214276235,0.052639792243313784,-0.0414870991319783,0.051857129421944925,0.08699475836049556,0.11102044197989185,0.1871986833748953,0
2022-08-30,revenue_yoy,raw,60,0.08185864214276235,0.052639792243313784,-0.0414870991319783,0.051857129421944925,0.08699475836049556,0.11102044197989185,0.1871986833748953,0
2022-08-31,revenue_yoy,raw,60,0.08185864214276235,0.052639792243313784,-0.0414870991319783,0.051857129421944925,0.08699475836049556,0.11102044197989185,0.1871986833748953,0
2022-09-01,revenue_yoy,raw,60,0.08185864214276235,0.052639792243313784,-0.0414870991319783,0.051857129421944925,0.08699475836049556,0.11102044197989185,0.1871986833748953,0
2022-09-02,revenue_yoy,raw,60,0.08185864214276235,0.052639792243313784,-0.0414870991319783,0.051857129421944925,0.08699475836049556,0.11102044197989185,0.1871986833748953,0
2022-09-05,revenue_yoy,raw,60,0.08185864214276235,0.052639792243313784,-0.0414870991319783,0.051857129421944925,0.08699475836049556,0.11102044197989185,0.1871986833748953,0
2022-09-06,revenue_yoy,raw,60,0.08185864214276235,0.052639792243313784,-0.0414870991319783,0.051857129421944925,0.08699475836049556,0.11102044197989185,0.1871986833748953,0
2022-09-07,revenue_yoy,raw,60,0.08185864214276235,0.052639792243313784,-0.0414870991319783,0.051857129421944925,0.08699475836049556,0.11102044197989185,0.1871986833748953,0
2022-09-08,revenue_yoy,raw,60,0.08185864214276235,0.052639792243313784,-0.0414870991319783,0.051857129421944925,0.08699475836049556,0.11102044197989185,0.1871986833748953,0
2022-09-09,revenue_yoy,raw,60,0.08185864214276235,0.052639792243313784,-0.0414870991319783,0.051857129421944925,0.08699475836049556,0.11102044197989185,0.1871986833748953,0
2022-01-03,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-04,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-05,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-06,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-07,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-10,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-11,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-12,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-13,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-14,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-17,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-18,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-19,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-20,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-21,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-24,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-25,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-26,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-27,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-28,revenue_yoy,winsorized,0,,,,,,,,0
2022-01-31,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-01,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-02,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-03,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-04,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-07,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-08,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-09,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-10,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-11,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-14,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-15,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-16,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-17,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-18,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-21,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-22,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-23,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-24,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-25,revenue_yoy,winsorized,0,,,,,,,,0
2022-02-28,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-01,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-02,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-03,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-04,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-07,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-08,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-09,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-10,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-11,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-14,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-15,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-16,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-17,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-18,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-21,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-22,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-23,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-24,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-25,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-28,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-29,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-30,revenue_yoy,winsorized,0,,,,,,,,0
2022-03-31,revenue_yoy,winsorized,0,,,,,,,,0
2022-04-01,revenue_yoy,winsorized,0,,,,,,,,0
2022-04-04,revenue_yoy,winsorized,0,,,,,,,,0
2022-04-05,revenue_yoy,winsorized,0,,,,,,,,0
2022-04-06,revenue_yoy,winsorized,0,,,,,,,,0
2022-04-07,revenue_yoy,winsorized,0,,,,,,,,0
2022-04-08,revenue_yoy,winsorized,0,,,,,,,,0
2022-04-11,revenue_yoy,winsorized,0,,,,,,,,0
2022-04-12,revenue_yoy,winsorized,0,,,,,,,,0
2022-04-13,revenue_yoy,winsorized,0,,,,,,,,0
2022-04-14,revenue_yoy,winsorized,0,,,,,,,,0
2022-04-15,revenue_yoy,winsorized,0,,,,,,,,0
2022-04-18,revenue_yoy,winsorized,0,,,,,,,,0
2022-04-19,revenue_yoy,winsorized,0,,,,,,,,0
2022-04-20,revenue_yoy,winsorized,0,,,,,,,,0
2022-04-21,revenue_yoy,winsorized,60,0.08865399064470589,0.05371623292948611,-0.0428714964353273,0.04966688558911338,0.0940219259011801,0.1193343449595774,0.200037516942714,0
2022-04-22,revenue_yoy,winsorized,60,0.08865399064470589,0.05371623292948611,-0.0428714964353273,0.04966688558911338,0.0940219259011801,0.1193343449595774,0.200037516942714,0
2022-04-25,revenue_yoy,winsorized,60,0.08865399064470589,0.05371623292948611,-0.0428714964353273,0.04966688558911338,0.0940219259011801,0.1193343449595774,0.200037516942714,0
2022-04-26,revenue_yoy,winsorized,60,0.08865399064470589,0.05371623292948611,-0.0428714964353273,0.04966688558911338,0.0940219259011801,0.1193343449595774,0.200037516942714,0
2022-04-27,revenue_yoy,winsorized,60,0.08865399064470589,0.05371623292948611,-0.0428714964353273,0.04966688558911338,0.0940219259011801,0.1193343449595774,0.200037516942714,0
