trade_date,ts_code,up_limit,down_limit
2022-01-03,000033.SZ,12.621866087967614,10.326981344700775
2022-01-03,000034.SZ,32.46285127500138,26.56051467954658
2022-01-03,000035.SZ,18.699429191133095,15.29953297456344
2022-01-03,000036.SZ,32.01167674115494,26.19137187912677
2022-01-03,000037.SZ,34.39021042289827,28.13744489146222
2022-01-03,000038.SZ,35.85639171550152,29.33704776722852
2022-01-03,000039.SZ,12.59248129764756,10.30293924352982
2022-01-03,000040.SZ,41.043616948843805,33.581141139963115
2022-01-03,000041.SZ,16.903532479499805,13.830162937772569
2022-01-03,000042.SZ,10.116921977401528,8.277481617873978
2022-01-03,000043.SZ,28.330806922580216,23.179751118474723
2022-01-03,000044.SZ,21.856464391957847,17.882561775238237
2022-01-03,000045.SZ,38.00859895826095,31.097944602213502
2022-01-03,000046.SZ,37.25045181666342,30.47764239545189
2022-01-03,000047.SZ,19.963289027359583,16.333600113294203
2022-01-03,000048.SZ,42.34205870645502,34.64350257800865
2022-01-03,000049.SZ,19.040307902532177,15.578433738435416
2022-01-03,000050.SZ,26.930010948956355,22.03364532187338
2022-01-03,000051.SZ,17.809971187979617,14.57179460834696
2022-01-03,000052.SZ,41.74873366572351,34.15805481741015
2022-01-03,000053.SZ,14.59419517888704,11.940705146362124
2022-01-03,000054.SZ,10.38085380260998,8.493425838499075
2022-01-03,000055.SZ,24.115416512106936,19.730795328087492
2022-01-03,000056.SZ,43.73161985476547,35.78041624480811
2022-01-03,000057.SZ,40.18703977217297,32.88030526814152
2022-01-03,000058.SZ,35.15100228488461,28.759910960360138
2022-01-03,000059.SZ,40.155895678924075,32.854823737301516
2022-01-03,000060.SZ,40.249321717364786,32.93126322329846
2022-01-04,000001.SZ,12.093354841919192,9.894563052479338
2022-01-04,000002.SZ,23.43601215787925,19.17491903826484
2022-01-04,000003.SZ,10.367533173840366,8.482527142233026
2022-01-04,000004.SZ,25.668139841143443,21.001205324571906
2022-01-04,000005.SZ,20.213586777047333,16.538389181220545
2022-01-04,000006.SZ,13.5646101272651,11.098317376853263
2022-01-04,000007.SZ,12.980663868145141,10.620543164846024
2022-01-04,000008.SZ,31.130198441377082,25.4701623611267
2022-01-04,000009.SZ,14.822851231349018,12.127787371103741
2022-01-04,000010.SZ,41.500325378280515,33.9548116731386
2022-01-04,000011.SZ,29.50734469151168,24.142372929418645
2022-01-04,000012.SZ,21.11245916972079,17.273830229771555
2022-01-04,000013.SZ,29.51029577497124,24.144787452249194
2022-01-04,000014.SZ,9.742594144326981,7.971213390812983
2022-01-04,000015.SZ,43.461427962015506,35.55935015073996
2022-01-04,000016.SZ,25.31799290095161,20.714721464414954
2022-01-04,000017.SZ,36.06276212183589,29.50589628150209
2022-01-04,000018.SZ,11.416689546834853,9.340927811046697
2022-01-04,000019.SZ,25.630646110447397,20.970528635820596
2022-01-04,000020.SZ,26.56328790408388,21.733599194250445
2022-01-04,000021.SZ,41.6157038471681,34.04921223859208
2022-01-04,000022.SZ,27.819195583431963,22.761160022807967
2022-01-04,000023.SZ,25.489388609773517,20.854954317087422
2022-01-04,000024.SZ,17.498084580811618,14.316614657027687
2022-01-04,000025.SZ,20.50588776732143,16.77754453689935
2022-01-04,000026.SZ,27.41413551774044,22.429747241787634
2022-01-04,000027.SZ,24.52964273075244,20.06970768879745
2022-01-04,000028.SZ,9.574279553361121,7.833501452750008
2022-01-04,000029.SZ,38.24331748131689,31.289987030168366
2022-01-04,000030.SZ,40.20263683576707,32.89306650199124
2022-01-04,000031.SZ,14.152778172310244,11.579545777344745
2022-01-04,000032.SZ,28.953091058681174,23.688892684375507
2022-01-04,000033.SZ,12.974956944323571,10.615873863537466
2022-01-04,000034.SZ,32.39638631569291,26.506134258294196
2022-01-04,000035.SZ,18.473124653279655,15.114374716319718
2022-01-04,000036.SZ,31.883865219107435,26.086798815633355
2022-01-04,000037.SZ,34.666787531354885,28.36373525292672
2022-01-04,000038.SZ,37.287964269462655,30.508334402287627
2022-01-04,000039.SZ,12.460518216052417,10.194969449497432
2022-01-04,000040.SZ,41.3435362786826,33.82652968255849
2022-01-04,000041.SZ,17.187281126269212,14.06232092149299
2022-01-04,000042.SZ,10.078702840820023,8.246211415216383
2022-01-04,000043.SZ,28.70205604858723,23.483500403389552
2022-01-04,000044.SZ,22.218659680337943,18.178903374821953
2022-01-04,000045.SZ,37.866716590755985,30.981859028800347
2022-01-04,000046.SZ,36.64239050377591,29.980137684907557
2022-01-04,000047.SZ,19.420814522527618,15.889757336613505
2022-01-04,000048.SZ,43.423673510624596,35.528460145056485
2022-01-04,000049.SZ,18.93544421729356,15.49263617778564
2022-01-04,000050.SZ,27.216427823110934,22.26798640072713
2022-01-04,000051.SZ,17.729584681882937,14.506023830631491
2022-01-04,000052.SZ,41.75969459469503,34.16702285020502
2022-01-04,000053.SZ,14.808755764097452,12.116254716079732
2022-01-04,000054.SZ,10.399236471028233,8.508466203568554
2022-01-04,000055.SZ,24.392801956673292,19.957747055459965
2022-01-04,000056.SZ,44.814126755308,36.666103708888365
2022-01-04,000057.SZ,40.1120142703378,32.81892076664002
2022-01-04,000058.SZ,35.76783722095662,29.2645940898736
2022-01-04,000059.SZ,40.47222064438347,33.11363507267738
2022-01-04,000060.SZ,41.05885893846702,33.59361185874574
2022-01-05,000001.SZ,11.765096779225889,9.62598827391209
2022-01-05,000002.SZ,24.00501078443247,19.64046336908111
2022-01-05,000003.SZ,10.479518160292688,8.574151222057653
2022-01-05,000004.SZ,25.81773152214134,21.123598518115642
2022-01-05,000005.SZ,20.178052216332038,16.509315449726213
2022-01-05,000006.SZ,13.831798281918106,11.316925867023905
2022-01-05,000007.SZ,13.144164393109394,10.754316321634958
2022-01-05,000008.SZ,30.950917899378606,25.323478281309768
2022-01-05,000009.SZ,14.867718422086078,12.164496890797698
2022-01-05,000010.SZ,40.416423483157914,33.06798284985647
2022-01-05,000011.SZ,28.84653885650945,23.601713609871368
2022-01-05,000012.SZ,20.936691348069083,17.130020193874703
2022-01-05,000013.SZ,29.486666005364548,24.125454004389173
2022-01-05,000014.SZ,9.873299867564114,8.078154437097911
2022-01-05,000015.SZ,44.37573779698421,36.30742183389617
2022-01-05,000016.SZ,25.650848224609245,20.987057638316653
2022-01-05,000017.SZ,35.59396368955962,29.122333927821508
2022-01-05,000018.SZ,11.594952916662157,9.486779659087219
2022-01-05,000019.SZ,26.104481190283618,21.358211882959324
2022-01-05,000020.SZ,26.640321180955628,21.796626420781877
2022-01-05,000021.SZ,41.81858499011365,34.21520590100207
2022-01-05,000022.SZ,27.436514484434053,22.448057305446042
2022-01-05,000023.SZ,25.459420835348133,20.8304352289212
2022-01-05,000024.SZ,17.893258135387736,14.639938474408146
2022-01-05,000025.SZ,20.404299926166335,16.69442721231791
2022-01-05,000026.SZ,27.747365767291587,22.70239017323857
2022-01-05,000027.SZ,24.8558508361067,20.336605229541846
2022-01-05,000028.SZ,9.521456548974331,7.790282630978997
2022-01-05,000029.SZ,38.886519480200434,31.81624321107308
2022-01-05,000030.SZ,41.305105072520085,33.795085968425525
2022-01-05,000031.SZ,14.448228708989692,11.821278034627928
2022-01-05,000032.SZ,29.324800133244203,23.993018290836165
2022-01-05,000033.SZ,12.826971676126002,10.494795007739455
2022-01-05,000034.SZ,31.191780913878116,25.52054802044573
2022-01-05,000035.SZ,18.888204754127102,15.453985707922174
2022-01-05,000036.SZ,31.908218682272814,26.106724376405026
2022-01-05,000037.SZ,34.76197398735336,28.441615080561835
2022-01-05,000038.SZ,37.88272802388841,30.994959292272338
2022-01-05,000039.SZ,12.685649576560643,10.379167835367797
2022-01-05,000040.SZ,41.072540472946024,33.60480584150129
2022-01-05,000041.SZ,16.45616387920223,13.464134082983641
2022-01-05,000042.SZ,10.225283007918453,8.36614064284237
2022-01-05,000043.SZ,28.425468888916367,23.2572018182043
2022-01-05,000044.SZ,22.1646539315401,18.134716853078263
2022-01-05,000045.SZ,38.58174451947774,31.566881879572694
2022-01-05,000046.SZ,37.261651263014606,30.48680557883013
2022-01-05,000047.SZ,20.08898789854531,16.43644464426434
2022-01-05,000048.SZ,45.206119060789504,36.9868246861005
2022-01-05,000049.SZ,18.638770834217524,15.249903409814339
2022-01-05,000050.SZ,25.989465274523724,21.264107951883044
2022-01-05,000051.SZ,17.34449500087927,14.190950455264856
2022-01-05,000052.SZ,42.53242481411246,34.79925666609201
2022-01-05,000053.SZ,14.815624532172336,12.121874617231912
2022-01-05,000054.SZ,10.401476897081409,8.510299279430244
2022-01-05,000055.SZ,24.396112027032483,19.960455294844756
2022-01-05,000056.SZ,43.800164062830426,35.83649786958853
2022-01-05,000057.SZ,41.18917144712607,33.70023118401224
2022-01-05,000058.SZ,36.91549255372141,30.203584816681147
2022-01-05,000059.SZ,40.42029954134868,33.071154170194376
2022-01-05,000060.SZ,40.1169580294782,32.82296566048216
2022-01-06,000001.SZ,12.120751030453489,9.916978115825582
2022-01-06,000002.SZ,24.214705320389893,19.81203162577355
2022-01-06,000003.SZ,10.506702551789763,8.596392996918897
2022-01-06,000004.SZ,25.9005242106044,21.191337990494507
2022-01-06,000005.SZ,20.27552371237503,16.58906485557957
2022-01-06,000006.SZ,14.41402670746356,11.793294578833821
2022-01-06,000007.SZ,13.416807981943982,10.977388348863258
2022-01-06,000008.SZ,30.457508617918315,24.919779778296803
2022-01-06,000009.SZ,14.928724269938707,12.214410766313486
2022-01-06,000010.SZ,40.37083418454403,33.03068251462693
2022-01-06,000011.SZ,27.8892272428172,22.81845865321407
2022-01-06,000012.SZ,21.616968826772958,17.686610858268782
2022-01-06,000013.SZ,29.841447900303294,24.415730100248147
2022-01-06,000014.SZ,9.856323195576765,8.064264432744626
2022-01-06,000015.SZ,44.62094426526886,36.50804530794725
2022-01-06,000016.SZ,25.696716671224817,21.024586367365757
2022-01-06,000017.SZ,34.86978359801686,28.529822943831974
2022-01-06,000018.SZ,11.911083866233241,9.745432254190833
2022-01-06,000019.SZ,26.22120299491981,21.453711541298027
2022-01-06,000020.SZ,27.333649263946906,22.363894852320193
2022-01-06,000021.SZ,42.00700866970865,34.36937072976162
2022-01-06,000022.SZ,26.826219133747454,21.94872474579337
2022-01-06,000023.SZ,25.487918790500515,20.853751737682238
2022-01-06,000024.SZ,17.755350114680517,14.527104639284058
2022-01-06,000025.SZ,19.907335245608035,16.287819746406573
2022-01-06,000026.SZ,27.61017785424139,22.590145517106592
2022-01-06,000027.SZ,25.16612908446086,20.59046925092252
2022-01-06,000028.SZ,9.491660630442878,7.765904152180536
2022-01-06,000029.SZ,38.713077430943095,31.674336079862528
2022-01-06,000030.SZ,41.12054535570955,33.64408256376236
2022-01-06,000031.SZ,14.318013404490323,11.714738240037535
2022-01-06,000032.SZ,29.203757551422793,23.893983451164104
2022-01-06,000033.SZ,12.903279514772523,10.55722869390479
2022-01-06,000034.SZ,32.911480475404574,26.927574934421923
2022-01-06,000035.SZ,19.26026959971518,15.758402399766965
2022-01-06,000036.SZ,31.12608174221059,25.466794152717753
2022-01-06,000037.SZ,35.207100058327306,28.805809138631428
2022-01-06,000038.SZ,36.709170164340314,30.03477558900571
2022-01-06,000039.SZ,13.022424277359036,10.654710772384666
2022-01-06,000040.SZ,40.4578778883412,33.10190009046098
2022-01-06,000041.SZ,16.097928853913544,13.171032698656534
2022-01-06,000042.SZ,10.401175120951224,8.510052371687365
2022-01-06,000043.SZ,28.705121546679646,23.486008538192436
2022-01-06,000044.SZ,21.850330818010466,17.877543396554017
2022-01-06,000045.SZ,38.95731050590906,31.87416314119832
2022-01-06,000046.SZ,37.056904144803006,30.319285209384276
2022-01-06,000047.SZ,20.20585760418861,16.53206531251795
2022-01-06,000048.SZ,44.929770570272304,36.760721375677335
2022-01-06,000049.SZ,18.393631752720236,15.049335070407464
2022-01-06,000050.SZ,25.573596911284746,20.92385201832388
2022-01-06,000051.SZ,17.15925797306532,14.039392887053442
2022-01-06,000052.SZ,42.53175671480885,34.79871003938906
2022-01-06,000053.SZ,15.091806994906268,12.347842086741492
2022-01-06,000054.SZ,10.54246404967123,8.62565240427646
2022-01-06,000055.SZ,24.68230936913213,20.194616756562652
2022-01-06,000056.SZ,43.646675076912594,35.71091597201939
2022-01-06,000057.SZ,42.70351610572287,34.93924045013689
2022-01-06,000058.SZ,37.127704444720756,30.377212727498797
2022-01-06,000059.SZ,40.24477871333071,32.92754621999785
2022-01-06,000060.SZ,40.805138502838844,33.3860224114136
2022-01-07,000001.SZ,12.916638007552152,10.568158369815396
2022-01-07,000002.SZ,24.711730981217944,20.218688984632863
2022-01-07,000003.SZ,10.668763352595164,8.728988197577861
2022-01-07,000004.SZ,26.752313479420426,21.888256483162166
2022-01-07,000005.SZ,20.832114773965873,17.044457542335714
2022-01-07,000006.SZ,14.477007609994237,11.844824408177102
2022-01-07,000007.SZ,13.621912075402857,11.145200788965974
2022-01-07,000008.SZ,32.09302668180687,26.257930921478344
2022-01-07,000009.SZ,15.366645671855343,12.57271009515437
2022-01-07,000010.SZ,41.60716780143782,34.04222820117639
2022-01-07,000011.SZ,28.632583396303136,23.426659142429838
2022-01-07,000012.SZ,21.641347002513267,17.706556638419947
2022-01-07,000013.SZ,30.06264603350346,24.596710391048283
2022-01-07,000014.SZ,10.0972115689367,8.261354920039118
2022-01-07,000015.SZ,44.82543158703172,36.675353116662315
2022-01-07,000016.SZ,26.415987315486284,21.61308053085241
2022-01-07,000017.SZ,34.88458559206997,28.54193366623906
2022-01-07,000018.SZ,11.843521078180403,9.69015360942033
2022-01-07,000019.SZ,25.942541627934,21.225715877400543
2022-01-07,000020.SZ,28.050884999703005,22.950724090666093
2022-01-07,000021.SZ,42.449082535535524,34.731067529074515
2022-01-07,000022.SZ,27.635998134784927,22.611271201187666
2022-01-07,000023.SZ,26.070329866496284,21.330269890769685
2022-01-07,000024.SZ,18.37704629867737,15.035765153463304
2022-01-07,000025.SZ,20.008027953545458,16.370204689264465
2022-01-07,000026.SZ,28.177857865086555,23.05461098052536
2022-01-07,000027.SZ,24.52111570999947,20.06273103545411
2022-01-07,000028.SZ,10.099766825935077,8.263445584855972
2022-01-07,000029.SZ,38.783559724048885,31.732003410585452
2022-01-07,000030.SZ,41.947543177525006,34.320717145247734
2022-01-07,000031.SZ,14.304646975822253,11.703802071127297
2022-01-07,000032.SZ,29.633408705941545,24.245516213952172
2022-01-07,000033.SZ,13.072216787750913,10.695450099068928
2022-01-07,000034.SZ,33.71381448006743,27.584030029146074
2022-01-07,000035.SZ,19.224352552647048,15.729015724893038
2022-01-07,000036.SZ,30.536475863624062,24.98438934296514
2022-01-07,000037.SZ,36.353382513675925,29.743676602098482
2022-01-07,000038.SZ,37.59211621659142,30.757185995392977
2022-01-07,000039.SZ,13.328685099235178,10.905287808465145
2022-01-07,000040.SZ,40.92656777607097,33.485373634967154
2022-01-07,000041.SZ,16.499085055126873,13.499251408740168
2022-01-07,000042.SZ,10.543461233444958,8.626468281909512
2022-01-07,000043.SZ,29.66597008828399,24.272157344959627
2022-01-07,000044.SZ,22.639549753617054,18.523267980232134
2022-01-07,000045.SZ,39.097431677095415,31.988807735805338
2022-01-07,000046.SZ,36.38195910427382,29.767057448951306
2022-01-07,000047.SZ,20.434315978580152,16.718985800656487
2022-01-07,000048.SZ,45.53078653784516,37.2524617127824
2022-01-07,000049.SZ,18.53228801253407,15.16278110116424
2022-01-07,000050.SZ,25.501651984050238,20.864987986950194
2022-01-07,000051.SZ,17.151333194286977,14.032908977143888
2022-01-07,000052.SZ,43.2058356331113,35.35022915436379
2022-01-07,000053.SZ,15.373851328460901,12.5786056323771
2022-01-07,000054.SZ,10.652554309658223,8.715726253356728
2022-01-07,000055.SZ,24.683225155241992,20.195366036107085
2022-01-07,000056.SZ,43.609556487604216,35.68054621713072
2022-01-07,000057.SZ,42.851438779836926,35.060268092593844
2022-01-07,000058.SZ,39.27270382767757,32.13221222264528
2022-01-07,000059.SZ,41.12443855922807,33.64726791209569
2022-01-07,000060.SZ,40.91495835168327,33.47587501501358
2022-01-10,000001.SZ,13.060368164247667,10.68575577074809
2022-01-10,000002.SZ,24.612928312649963,20.137850437622696
2022-01-10,000003.SZ,10.99236114827889,8.99375003041
2022-01-10,000004.SZ,27.12750799372559,22.19523381304821
2022-01-10,000005.SZ,21.195584994254627,17.34184226802651
2022-01-10,000006.SZ,14.566061162157496,11.917686405401588
2022-01-10,000007.SZ,14.076838953704414,11.51741368939452
2022-01-10,000008.SZ,33.193497895024976,27.158316459565885
2022-01-10,000009.SZ,15.40498337258183,12.604077304839677
2022-01-10,000010.SZ,44.190077574273666,36.15551801531481
2022-01-10,000011.SZ,29.07754982340169,23.7907225827832
2022-01-10,000012.SZ,21.74942742037795,17.79498607121832
2022-01-10,000013.SZ,31.44826826013696,25.730401303748422
2022-01-10,000014.SZ,10.155883044460268,8.3093588545584
2022-01-10,000015.SZ,46.99229655888188,38.44824263908517
2022-01-10,000016.SZ,27.066575784166464,22.145380187045287
2022-01-10,000017.SZ,35.02297554403513,28.65516180875601
2022-01-10,000018.SZ,12.043460859581861,9.85374070329425
2022-01-10,000019.SZ,26.370810415003557,21.576117612275638
2022-01-10,000020.SZ,28.051200558363668,22.950982275024817
2022-01-10,000021.SZ,42.8284268240758,35.04144012878929
2022-01-10,000022.SZ,28.44506554248859,23.273235443854297
2022-01-10,000023.SZ,26.246397570801,21.474325285200816
2022-01-10,000024.SZ,18.412636231333106,15.06488418927254
2022-01-10,000025.SZ,20.617816571297347,16.869122649243284
2022-01-10,000026.SZ,29.23808894908753,23.922072776526157
2022-01-10,000027.SZ,24.763998611929626,20.261453409760602
2022-01-10,000028.SZ,10.308027875553432,8.433840989089171
2022-01-10,000029.SZ,38.9637842099323,31.879459808126427
2022-01-10,000030.SZ,43.750485163710856,35.79585149758161
2022-01-10,000031.SZ,14.950419507458566,12.232161415193373
2022-01-10,000032.SZ,30.43974140951797,24.905242971423792
2022-01-10,000033.SZ,13.166450661753194,10.77255054143443
2022-01-10,000034.SZ,33.46473019183271,27.380233793317668
2022-01-10,000035.SZ,19.715231438075048,16.130643903879584
2022-01-10,000036.SZ,30.942716060012245,25.316767685464562
2022-01-10,000037.SZ,36.30558384663382,29.70456860179131
2022-01-10,000038.SZ,39.81572243421968,32.576500173452466
2022-01-10,000039.SZ,13.709047792027608,11.216493648022587
2022-01-10,000040.SZ,41.16603642007033,33.68130252551209
2022-01-10,000041.SZ,17.29373766297555,14.14942172425272
2022-01-10,000042.SZ,10.690423861285645,8.746710431960981
2022-01-10,000043.SZ,30.502752499235374,24.956797499374396
2022-01-10,000044.SZ,23.20794574790384,18.98831924828496
2022-01-10,000045.SZ,40.57629155706041,33.19878400123124
2022-01-10,000046.SZ,37.47788954980931,30.663727813480346
2022-01-10,000047.SZ,20.650926796748305,16.896212833703157
2022-01-10,000048.SZ,45.70973297574864,37.398872434703435
2022-01-10,000049.SZ,19.024392593522737,15.565412121973146
2022-01-10,000050.SZ,25.72070876373593,21.04421626123849
2022-01-10,000051.SZ,17.281360566817742,14.139295009214516
2022-01-10,000052.SZ,43.43813874415955,35.54029533613054
2022-01-10,000053.SZ,15.990300156594165,13.082972855395225
2022-01-10,000054.SZ,10.724849992195171,8.774877266341504
2022-01-10,000055.SZ,24.669840424498492,20.184414892771493
2022-01-10,000056.SZ,44.21719551815553,36.177705423945426
2022-01-10,000057.SZ,43.74419106590927,35.79070178119849
2022-01-10,000058.SZ,39.759596861035,32.53057924993772
2022-01-10,000059.SZ,42.69248375165584,34.930213978627506
2022-01-10,000060.SZ,41.95226871858166,34.32458349702135
2022-01-11,000001.SZ,13.669912338868198,11.184473731801253
2022-01-11,000002.SZ,25.90222403813456,21.192728758473727
2022-01-11,000003.SZ,11.521058350282178,9.42632046841269
2022-01-11,000004.SZ,28.02802037638276,22.93201667158589
2022-01-11,000005.SZ,22.03659130820337,18.029938343075482
2022-01-11,000006.SZ,15.431555721903242,12.625818317920835
2022-01-11,000007.SZ,14.530343219875279,11.88846263444341
2022-01-11,000008.SZ,34.259330250047114,28.03036111367491
2022-01-11,000009.SZ,15.549309529983764,12.72216234271399
2022-01-11,000010.SZ,44.34353030758421,36.281070251659806
2022-01-11,000011.SZ,30.150154995872764,24.668308632986808
2022-01-11,000012.SZ,23.04752811422834,18.857068457095913
2022-01-11,000013.SZ,31.712356696564616,25.946473660825593
2022-01-11,000014.SZ,10.901261164497384,8.919213680043315
2022-01-11,000015.SZ,49.34776551266962,40.37544451036605
2022-01-11,000016.SZ,27.377594854793387,22.399850335740044
2022-01-11,000017.SZ,37.023804867101276,30.292203982173767
2022-01-11,000018.SZ,12.698915690513093,10.390021928601621
2022-01-11,000019.SZ,27.477320794542557,22.481444286443907
2022-01-11,000020.SZ,28.49478733168196,23.31391690773978
2022-01-11,000021.SZ,44.69616657827384,36.56959083676951
2022-01-11,000022.SZ,29.025958465449342,23.74851147173128
2022-01-11,000023.SZ,26.606188272794384,21.76869949592268
2022-01-11,000024.SZ,18.88247623875055,15.449298740795903
2022-01-11,000025.SZ,21.30403887271112,17.430577259490917
2022-01-11,000026.SZ,30.700974777531847,25.118979363435148
2022-01-11,000027.SZ,25.77496461621732,21.08860741326872
2022-01-11,000028.SZ,10.73133785096353,8.780185514424707
2022-01-11,000029.SZ,39.17723812889356,32.054103923640184
2022-01-11,000030.SZ,46.00765040569657,37.64262305920629
2022-01-11,000031.SZ,15.448852692138374,12.63997038447685
2022-01-11,000032.SZ,31.914668131017027,26.11200119810484
2022-01-11,000033.SZ,13.285635214296738,10.870065175333693
2022-01-11,000034.SZ,35.56190502442953,29.096104110896885
2022-01-11,000035.SZ,20.597536774426434,16.852530088167082
2022-01-11,000036.SZ,32.403035884974635,26.511574814979248
2022-01-11,000037.SZ,37.7461350085514,30.88320137063296
2022-01-11,000038.SZ,39.89649007891746,32.642582791841555
2022-01-11,000039.SZ,14.022586264038651,11.47302512512253
2022-01-11,000040.SZ,42.77041367116786,34.99397482186461
2022-01-11,000041.SZ,17.911910020440757,14.655199107633345
2022-01-11,000042.SZ,11.104755964160146,9.085709425221937
2022-01-11,000043.SZ,31.42990575061872,25.715377432324402
2022-01-11,000044.SZ,23.867375534356857,19.527852709928336
2022-01-11,000045.SZ,42.765520697683776,34.989971479923085
2022-01-11,000046.SZ,38.266194333261524,31.3087044544867
2022-01-11,000047.SZ,21.443466480703375,17.54465439330276
2022-01-11,000048.SZ,46.54867919868904,38.085282980745575
2022-01-11,000049.SZ,19.704594068445132,16.12194060145511
2022-01-11,000050.SZ,27.402212823299056,22.419992309971953
2022-01-11,000051.SZ,17.577282626193668,14.38141305779482
2022-01-11,000052.SZ,44.93510852612762,36.765088794104415
2022-01-11,000053.SZ,16.746948388073854,13.702048681151334
2022-01-11,000054.SZ,10.888621110912224,8.908871818019092
2022-01-11,000055.SZ,25.128670471861135,20.559821295159107
2022-01-11,000056.SZ,46.97306206679759,38.43250532737984
2022-01-11,000057.SZ,43.52707216962267,35.613059047873094
2022-01-11,000058.SZ,40.17542128128359,32.87079923014112
2022-01-11,000059.SZ,43.2538129490658,35.38948332196292
2022-01-11,000060.SZ,44.03454664702503,36.028265438475024
2022-01-12,000001.SZ,13.790691770981127,11.283293267166377
2022-01-12,000002.SZ,26.59663049195213,21.760879493415377
2022-01-12,000003.SZ,11.78657458336616,9.643561022754131
2022-01-12,000004.SZ,28.05670953637347,22.955489620669205
2022-01-12,000005.SZ,22.24609843411902,18.201353264279195
2022-01-12,000006.SZ,15.327251284028542,12.54047832329608
2022-01-12,000007.SZ,14.867721303559184,12.164499248366605
2022-01-12,000008.SZ,34.228731562242,28.00532582365254
2022-01-12,000009.SZ,15.897101384586124,13.006719314661375
2022-01-12,000010.SZ,45.05486331508949,36.86306998507322
2022-01-12,000011.SZ,29.934045799343533,24.49149201764471
2022-01-12,000012.SZ,23.095529524474554,18.896342338206452
2022-01-12,000013.SZ,32.27767836819901,26.40900957398101
2022-01-12,000014.SZ,10.9455531210621,8.955452553596263
2022-01-12,000015.SZ,49.25021788822326,40.29563281763721
2022-01-12,000016.SZ,27.286440165314584,22.325269226166476
2022-01-12,000017.SZ,37.066435261811456,30.327083396027554
2022-01-12,000018.SZ,12.763823619383697,10.443128415859388
2022-01-12,000019.SZ,27.30389721957485,22.33955227056124
2022-01-12,000020.SZ,29.157207467947966,23.855897019230152
2022-01-12,000021.SZ,47.6933454465848,39.02182809266029
2022-01-12,000022.SZ,29.92189676719836,24.48155190043502
2022-01-12,000023.SZ,27.006488877519455,22.09621817251592
2022-01-12,000024.SZ,18.999960149479648,15.545421940483347
2022-01-12,000025.SZ,22.309403990842505,18.25314871978023
2022-01-12,000026.SZ,30.29441022244173,24.78633563654323
2022-01-12,000027.SZ,26.552926510530384,21.725121690433948
2022-01-12,000028.SZ,10.762914651871457,8.80602107880392
2022-01-12,000029.SZ,39.673272727949644,32.45995041377698
2022-01-12,000030.SZ,46.74021603279945,38.24199493592682
2022-01-12,000031.SZ,15.598562720969518,12.762460408065968
2022-01-12,000032.SZ,31.06962136999436,25.420599302722653
2022-01-12,000033.SZ,13.43072224652718,10.988772747158603
2022-01-12,000034.SZ,35.57333310139562,29.10545435568732
2022-01-12,000035.SZ,20.65638676456747,16.900680080100656
2022-01-12,000036.SZ,33.55676803841643,27.45553748597708
2022-01-12,000037.SZ,36.31583171753312,29.712953223436187
2022-01-12,000038.SZ,39.400314394861596,32.236620868523126
2022-01-12,000039.SZ,13.640419777422414,11.1603434542547
2022-01-12,000040.SZ,42.80122454737005,35.01918372057549
2022-01-12,000041.SZ,17.941675506497514,14.67955268713433
2022-01-12,000042.SZ,11.232676406117788,9.190371605005463
2022-01-12,000043.SZ,31.243645024663273,25.562982292906312
2022-01-12,000044.SZ,24.122193774180385,19.736340360693042
2022-01-12,000045.SZ,42.151705490446986,34.48775903763844
