trade_date,ts_code,pe_ttm,pb,total_mv,turnover_rate,net_mf_amount
2022-01-03,000024.SZ,17.316395361189553,1.8447555111789269,1226182002.6905055,2.1535672359195104,-1609986.0151623653
2022-01-03,000025.SZ,19.19504009190177,1.581695996545993,973347260.3641405,4.487249028701564,32937.194282226905
2022-01-03,000026.SZ,17.203450407555838,1.880468318984971,2357834106.3027062,0.5888951260317707,211604.69659065697
2022-01-03,000027.SZ,16.41405387722083,1.8243870733134202,1535985700.971516,0.3554996551271937,-90926.70805046291
2022-01-03,000028.SZ,12.784601663757272,1.6095305023143531,720606236.5872815,3.6441445706592077,-266611.8631643708
2022-01-03,000029.SZ,20.08807286174481,1.7565154399474237,3326503687.817923,3.8598637289763205,-573763.7216189358
2022-01-03,000030.SZ,20.795308157820145,1.4589405464734095,3395332808.5770307,0.43435135446257106,-1019002.8890071403
2022-01-03,000031.SZ,13.719728121947199,1.2648023776114927,1293914497.4113135,2.171810762571506,534972.8207384403
2022-01-03,000032.SZ,17.924050222848166,1.565590689088546,2014337605.8422422,3.2090365617329843,-351808.92291648546
2022-01-03,000033.SZ,22.922325151714812,1.8907126363872864,820580509.4772364,1.3957248468594066,1050628.0210128087
2022-01-03,000034.SZ,17.553921480473008,1.604152410575388,2297841726.6323404,2.7297168681587354,-1158072.7494020015
2022-01-03,000035.SZ,17.771447771038673,1.6261874393436107,759800661.8621668,2.9861784734652033,216124.6205441568
2022-01-03,000036.SZ,16.3192196856432,2.150188901411033,1442658433.634982,2.4047787518090606,1489663.1212422173
2022-01-03,000037.SZ,19.03152390439742,1.6467846808110778,1602891994.3577147,2.324809080024921,606788.5376673214
2022-01-03,000038.SZ,20.168165874061184,1.864288860435097,1891572915.8954093,1.5497414901485536,-1873413.9080632501
2022-01-03,000039.SZ,17.797761356967282,1.6231714911455066,1064005620.8714954,1.7691532526364857,-584719.5687171966
2022-01-03,000040.SZ,13.902194112274062,1.6429464092867678,2306769197.685163,2.9558211287204856,-53571.012429813454
2022-01-03,000041.SZ,20.14299263844282,1.4944819703892014,1110631592.0064476,3.807999842791368,1372947.0448804048
2022-01-03,000042.SZ,17.44824023115311,1.7701726244187597,1174810228.6981287,2.2181058170187256,-334612.7640289115
2022-01-03,000043.SZ,17.920721925697556,2.129388988240017,1817300704.166645,2.3211468961578663,-819841.2604686033
2022-01-03,000044.SZ,17.14500287750389,1.73333882726398,2028703227.9092412,0.4498664714022236,-996927.9757897718
2022-01-03,000045.SZ,21.895117891751042,1.765078294418389,2052538758.3192322,4.111074648646804,-747693.2899003414
2022-01-03,000046.SZ,15.894372478444645,1.7530606341602337,2515698198.5771217,4.144551991972207,62076.48838861243
2022-01-03,000047.SZ,17.789712674737316,1.7068804008049925,1044253396.5408221,2.7734519236982673,-24408.817086995405
2022-01-03,000048.SZ,20.336978876862318,2.016050664695684,2793469240.4559784,3.4741600216912327,374634.1152778073
2022-01-03,000049.SZ,20.976222716888145,1.4628400216533555,1807876463.015974,2.5783463503684834,269394.04646352504
2022-01-03,000050.SZ,14.59511309940813,1.5336492982075,1119160272.8840294,3.5425754483754677,-517209.45938096644
2022-01-03,000051.SZ,20.115215335847502,1.6311145829091185,1555468461.1844287,3.6488570840386143,555587.5807390306
2022-01-03,000052.SZ,14.98445155789339,1.7523619884418717,3401112872.130575,3.267010244140302,477886.5588349907
2022-01-03,000053.SZ,23.088091427825628,1.9304428886644014,863205660.9927486,0.21935053724053424,196055.65668581758
2022-01-03,000054.SZ,21.204792104142633,1.6398334719511085,457456201.7138526,3.8669588574172247,1594953.4341940293
2022-01-03,000055.SZ,18.32571129939468,1.6478782897595496,1911737581.1325963,0.5646898423137814,500988.74257144635
2022-01-03,000056.SZ,18.283666448228,1.8674310343549971,2613544239.174364,2.6719492973790446,-1762615.4979193853
2022-01-03,000057.SZ,16.20523198127601,1.9587231710445612,3232331071.029941,0.2759757582996225,-882804.3604261165
2022-01-03,000058.SZ,15.722462380193512,1.395274184356338,2628620959.0063453,1.4235257629808484,-6840.704123401185
2022-01-03,000059.SZ,20.868434746756133,1.9843486184088346,5039743493.838029,1.4873481535137498,-1360121.7668429038
2022-01-03,000060.SZ,17.387959665562654,1.7322988750636807,2778650575.753751,3.5704436703155684,865189.784930365
2022-01-04,000001.SZ,16.584718038544395,1.9124527822726334,509318583.9265509,0.638144876452543,-443604.6391615791
2022-01-04,000002.SZ,15.05642157812265,1.7906566065526954,1585476359.8652291,0.3766401012108418,-2372355.21769817
2022-01-04,000003.SZ,14.812695765748005,1.6760414123863256,790479366.0150174,0.4602723385541054,-938436.2563245819
2022-01-04,000004.SZ,16.561859341822586,1.7992480221592313,2322580710.9135933,3.909887624085776,34943.58503129325
2022-01-04,000005.SZ,18.881992219686094,2.073419490913409,1928694367.531949,1.5867088961612381,-2378289.6048046146
2022-01-04,000006.SZ,21.48790374121593,1.7672947422041017,1302003061.2232206,2.181309302530135,382704.7413795945
2022-01-04,000007.SZ,19.36377417341892,1.9422255959138015,812529532.1238544,0.6757067105174741,-2240876.535182491
2022-01-04,000008.SZ,18.672433530529776,2.0336040341216433,1871524621.954904,2.8622120716359882,500485.4424842719
2022-01-04,000009.SZ,22.122713037983008,2.1595538540400696,1556472876.191642,1.754605138148557,-921690.4556843421
2022-01-04,000010.SZ,20.550308177082925,2.075959436396904,2904413080.406645,0.5358660902455648,298139.2116234269
2022-01-04,000011.SZ,20.138893719477164,1.939934423829698,1375599464.4760468,4.02708366560609,1394595.0196957982
2022-01-04,000012.SZ,16.95408395370541,1.4228007863187648,1093161977.7530048,0.21723270035335984,-40839.96708536105
2022-01-04,000013.SZ,17.495125984067084,1.5736099558881602,1598236191.2350278,1.374704923453768,-742796.7217744526
2022-01-04,000014.SZ,16.0637689145577,1.8300540961347798,829362352.4543116,1.1945063206534647,1082198.9032336404
2022-01-04,000015.SZ,19.87339820983206,1.9498695287306098,3229871102.164795,3.4612156198944426,-1220830.4117482672
2022-01-04,000016.SZ,19.794708324264658,1.8281023211503638,2486482824.08341,0.6045094412844019,268488.21115927765
2022-01-04,000017.SZ,20.322427703709177,1.5122714798407677,2303738505.7356086,2.22014381915176,-1843407.6140383864
2022-01-04,000018.SZ,14.092655035037623,2.0230191650105147,952248522.4979278,2.6507154201585634,-1175724.894933164
2022-01-04,000019.SZ,20.357097899014132,1.6010446097958795,2360124781.288746,4.410665924941302,79498.99204998848
2022-01-04,000020.SZ,24.43259622521445,1.9777460016168957,1807479574.2547858,1.9593019037866277,966501.5747265454
2022-01-04,000021.SZ,18.305263989048477,1.895045979852876,3726981415.032848,3.1436169155928124,-1946210.0508826785
2022-01-04,000022.SZ,19.189356323234822,1.7634381987461352,1701948476.7143521,1.0689788370755553,-1376221.6435911038
2022-01-04,000023.SZ,17.614753346901413,1.6292192728658352,1638249076.7383087,2.330678193503059,-1897464.3734633296
2022-01-04,000024.SZ,18.682913902123566,2.01270934427998,1235277162.755184,4.424176737349489,-1179698.0670042348
2022-01-04,000025.SZ,15.23450600802391,1.697641828765264,961520956.6770883,2.5321669298994816,-429805.0183628818
2022-01-04,000026.SZ,16.80356440678126,1.9485951402773267,2377297152.5852466,1.7963863394795916,372085.0277955907
2022-01-04,000027.SZ,16.75067332321378,1.4647503331729521,1550976773.0310533,1.3375211879506377,-1049629.7410411008
2022-01-04,000028.SZ,19.426644193546682,1.9766849419496153,716510018.734518,3.960673101378959,-944646.1605484847
2022-01-04,000029.SZ,17.6193528048608,1.6238002644212544,3384370071.6244493,2.425944541537235,1902811.5107838488
2022-01-04,000030.SZ,17.365801856360317,1.8250416627434494,3411692861.441726,2.2727322662213076,1668935.0477537236
2022-01-04,000031.SZ,16.519465875528613,1.521074806428441,1312198599.9386833,1.5825918633740264,597849.0890373419
2022-01-04,000032.SZ,12.748433772871373,1.9375393997347021,2073043398.697445,3.388942920745516,-1743784.1582246488
2022-01-04,000033.SZ,17.800303830461953,2.3254204718413276,833404508.9712429,3.4286059144028966,382424.04042768996
2022-01-04,000034.SZ,19.149437619991637,1.6491175787968686,2381665275.175508,1.4078544596458669,-782880.7304098306
2022-01-04,000035.SZ,18.309659265516316,1.5076606408797995,778481009.8620207,3.322574552050775,1135478.1865313048
2022-01-04,000036.SZ,13.24511104640525,1.6765504991845877,1443712364.3380089,3.1158044617832616,430835.06634230766
2022-01-04,000037.SZ,17.56568166754142,1.7205340869033023,1633396808.4442534,1.500665208893091,1473577.1377914862
2022-01-04,000038.SZ,20.793880459012282,1.9502590614042719,1966599546.7602754,4.100471205710886,781745.3080280556
2022-01-04,000039.SZ,19.917141777273535,2.057688030794124,1070713263.7137187,3.018726274875125,715024.102845244
2022-01-04,000040.SZ,13.71392013189258,1.4934023399090344,2340864230.015709,3.071751383046341,84702.95804876852
2022-01-04,000041.SZ,17.704775657852224,1.8117388079199315,1114040137.003605,3.215981735346759,-327275.54370428907
2022-01-04,000042.SZ,19.56053738298445,1.7590818694046941,1138008714.3582335,3.1473391992723614,512318.82596099755
2022-01-04,000043.SZ,20.353067298317647,1.70886809266714,1813543073.427387,2.54155812877776,665290.8600070705
2022-01-04,000044.SZ,18.73694694198384,1.5740507680597124,2048236704.2918763,4.406279052287614,-1230147.4627250566
2022-01-04,000045.SZ,18.124656114263466,1.8647315122320836,2060901749.9424927,1.308576161720124,450561.1086522694
2022-01-04,000046.SZ,16.383232864480437,1.7551463412103907,2528332452.473769,1.6453588646763069,465958.1501839706
2022-01-04,000047.SZ,13.507268313634661,1.4867100859640061,1079822610.7400832,0.8620434050837937,1362584.6366388055
2022-01-04,000048.SZ,17.362111383345226,1.8529795580290283,2956485646.9617934,1.3637182547647,121575.50305095264
2022-01-04,000049.SZ,15.789451856079825,1.6998640908838465,1809002030.4670327,3.1505005371451467,214309.62117999294
2022-01-04,000050.SZ,19.845958418454845,2.038255138939429,1114593052.7608778,2.183198209101567,617478.1305870682
2022-01-04,000051.SZ,15.977121991714915,2.01734510375812,1584379824.4024932,1.5826464336358679,1501854.2596203617
2022-01-04,000052.SZ,17.21104509392221,1.9320428618755594,3411531837.2181263,0.8601597448348397,383598.8830948513
2022-01-04,000053.SZ,19.81738223675306,1.9645423471109307,853989103.139675,3.739447464889602,-171303.79330066295
2022-01-04,000054.SZ,17.10780147218267,2.1242922011291547,458912295.7578076,1.8962705271366438,1272460.6885003874
2022-01-04,000055.SZ,14.066337527936756,1.4702467492561837,1928223558.685509,1.0960311681705646,-8990.75077707089
2022-01-04,000056.SZ,21.018707578670476,1.9326432434908145,2665468439.72273,4.458670366650074,240701.37101996172
2022-01-04,000057.SZ,13.510969119759851,1.5577345036520887,3224199402.121662,1.1494310611984164,-377017.76013013977
2022-01-04,000058.SZ,20.672436217300188,1.93610719286427,2638389050.87255,0.3142843894883543,-288836.2247450792
2022-01-04,000059.SZ,16.098334975452907,1.7774797756919352,4972558764.13438,1.8570887676855428,322918.0419992753
2022-01-04,000060.SZ,17.813298297327393,1.6526305114876392,2822005385.577364,1.1127916970151948,-267783.78685161396
2022-01-05,000001.SZ,19.043168004642244,2.141051135074473,517335069.26909983,2.7188166981653064,-1212764.026834776
2022-01-05,000002.SZ,18.58758789796265,2.0400429578309915,1565643279.7620018,0.7791757071703933,-702562.825717617
2022-01-05,000003.SZ,18.64784131509979,1.5896168270052466,784747379.6452508,4.019971448170214,-676031.4215800321
2022-01-05,000004.SZ,14.198434976816976,1.9239064284176441,2223243564.066514,3.4433675142329374,1337591.9981407349
2022-01-05,000005.SZ,19.773258198513368,2.204563352421309,1950298902.1328003,3.6666211514123184,-647104.3805627747
2022-01-05,000006.SZ,20.1262803441364,2.0607288997872106,1280980478.835801,2.7144366220612275,-38523.63401701726
2022-01-05,000007.SZ,21.175411814325116,1.6746286386137643,824640421.0747899,2.0555317158556248,74378.64620945312
2022-01-05,000008.SZ,20.408962360200917,2.150794920279387,1865983372.656264,2.1858170192339177,286158.61290209205
2022-01-05,000009.SZ,17.060736778850593,2.002387440120541,1543274915.4868503,1.873115859544944,794937.9518690187
2022-01-05,000010.SZ,20.603728960523874,2.05800639025171,2893359783.1436844,3.076474933663792,1494313.4575389656
2022-01-05,000011.SZ,15.481404139468028,1.992104365597786,1418276516.92091,2.619472459477312,-174059.22936128068
2022-01-05,000012.SZ,16.954248993091312,1.73342046973781,1122000264.0836833,1.6220790870082533,15655.885921081215
2022-01-05,000013.SZ,13.642558175258142,1.8416234795500497,1663242764.6851816,4.351288599971463,-1572317.7922925544
2022-01-05,000014.SZ,12.140333879571003,1.753767906626208,823664431.8282958,2.271583270857338,-194740.52768851083
2022-01-05,000015.SZ,14.938734429687413,1.8907876589791606,3101059370.731007,3.802182490204277,427329.4878482138
2022-01-05,000016.SZ,16.318827736069988,2.166976582091235,2522335259.4578433,0.9025843106426543,-603718.7872319075
2022-01-05,000017.SZ,14.269078695518802,1.7199255235216933,2313716930.0132704,1.0104395029528959,-1859551.226761783
2022-01-05,000018.SZ,23.157313516490124,2.0375429458255905,937826741.112726,3.0021787121204744,2662801.397176876
2022-01-05,000019.SZ,14.617530508929395,2.130201339221925,2362690857.5908175,0.37371668402130165,-688362.866336712
2022-01-05,000020.SZ,15.491124330016,1.8780143274313725,1845529079.7859511,3.789242956605824,463681.3666479981
2022-01-05,000021.SZ,20.109916427467027,1.4810875338899925,3718553227.054923,1.535812995848656,-388929.6433198241
2022-01-05,000022.SZ,20.94057536810606,1.5991884765018833,1720835089.5543525,4.396359423581954,370808.61041551176
2022-01-05,000023.SZ,16.748650825683715,1.9113410776495146,1599223524.705184,3.230804789085678,-2805927.886849042
2022-01-05,000024.SZ,20.729309767924217,1.6058658503922023,1233805526.579066,3.5534403286509404,-923549.9513998778
2022-01-05,000025.SZ,22.36712685603442,1.9847796625857659,954135146.2825361,2.417749408038621,554130.1188917394
2022-01-05,000026.SZ,17.544889095801377,1.7366897520241176,2327532624.931249,2.6448497732260625,238300.1725798114
2022-01-05,000027.SZ,14.065675388808978,1.9723410868795948,1576612488.3158693,1.6959733357533466,-825543.3466879263
2022-01-05,000028.SZ,17.01738158701653,1.7033016249374668,748650843.6280279,0.986077712853199,1419458.4782521
2022-01-05,000029.SZ,18.87189889565598,1.68390448222904,3411489414.389673,1.0079853898568498,-847556.8000609804
2022-01-05,000030.SZ,11.442530846798036,1.4859133556099837,3327486668.819314,2.2551702971812735,-643084.9499127369
2022-01-05,000031.SZ,19.439088182457677,1.7820408799873115,1327855326.043969,4.056048097840003,-486137.8048268362
2022-01-05,000032.SZ,21.54398502599501,1.838120274102125,2070062338.8457797,3.8817847163254124,70421.81293294224
2022-01-05,000033.SZ,19.687776003637282,2.0745470578537937,863836440.3881367,2.3747779533937874,-1312005.471537274
2022-01-05,000034.SZ,21.47074693578787,1.91938275185222,2333494202.085771,3.4132601408259,-231449.0967469426
2022-01-05,000035.SZ,17.975987548829853,1.8202657013169607,779960415.5043792,3.9961499339465356,360742.50978603936
2022-01-05,000036.SZ,16.96327750658174,1.6664023487491317,1471190434.0196779,1.5258327769972302,33763.339310397845
2022-01-05,000037.SZ,15.870750198177587,1.9594875232464417,1622507055.1101136,2.1274347226336103,-571992.28846375
2022-01-05,000038.SZ,20.257673597583242,1.5045850020784417,1952844050.1344333,3.4326570496923607,1955506.3539566363
2022-01-05,000039.SZ,15.872068859954808,1.9657304405709153,1077819383.7102323,4.199014393625284,1270801.2014353522
2022-01-05,000040.SZ,16.555859743697123,1.6647342563734182,2338924737.393755,3.603241397572776,1111408.6784209737
2022-01-05,000041.SZ,17.50390188350873,1.884807824181107,1143512095.1534133,3.79743607644058,2045918.0947453107
2022-01-05,000042.SZ,20.21800589099288,1.6663468951540508,1123819938.6961765,1.5516961533085907,264113.1021345058
2022-01-05,000043.SZ,20.10064801833643,1.978928277365806,1817948013.975858,1.0392977782202193,-757618.0047726359
2022-01-05,000044.SZ,16.194537044880867,1.919482453492376,2036369722.9490607,3.691549266495343,-134202.39193548
2022-01-05,000045.SZ,16.555344958345994,1.5498023686704365,2055902667.7679715,1.3377697029884805,735549.9642407448
2022-01-05,000046.SZ,17.646089568699306,1.4764768545043219,2467915599.5217724,1.1162222179157102,40358.00542142337
2022-01-05,000047.SZ,17.793261825130596,1.5286718671282111,1105145523.1948683,1.8995090111632456,-1577342.079410742
2022-01-05,000048.SZ,14.89172217029759,1.4844667270670224,2845545366.643395,2.9616853998423722,-718397.4166969124
2022-01-05,000049.SZ,14.846442117302386,1.6871759922986322,1830093923.7447395,0.6204883890154053,1298485.4874916312
2022-01-05,000050.SZ,18.28915745872621,1.7463262008897351,1091208501.3475022,3.6516986027399723,291598.01656476874
2022-01-05,000051.SZ,23.394810198795863,1.4012347623312875,1584629013.1492736,1.916539801428499,-745734.1186844064
2022-01-05,000052.SZ,17.43790989677855,1.9317172238070546,3463489898.9662986,3.848037242462648,1622016.7092079502
2022-01-05,000053.SZ,20.151657951108575,2.075187090580348,863171724.5693583,4.235599273532583,-1838078.1062956327
2022-01-05,000054.SZ,19.485604161289682,1.3651291122473876,469001592.5855119,0.7067287738950736,-1508089.3962908569
2022-01-05,000055.SZ,17.692353589496786,2.125132451894852,1938555864.1602695,3.3670498361181185,-409148.61423780106
2022-01-05,000056.SZ,20.461909704035925,1.9215559957347546,2665662427.734207,4.431996639276399,-1132079.446136473
2022-01-05,000057.SZ,18.4167120896702,1.897662511162834,3232667408.3679852,3.587509257747153,-103077.5152620687
2022-01-05,000058.SZ,12.527486251978829,1.7734651758851332,2576168973.7436724,3.0314673040911555,-651268.0321392571
2022-01-05,000059.SZ,18.019739891764914,2.0579173992197384,4968517189.777917,3.9199309972157876,204656.00506721268
2022-01-05,000060.SZ,16.237082544503203,1.3783684405385512,2828853143.086789,3.4080923095252698,226839.1152536766
2022-01-06,000001.SZ,15.287018333357016,1.6556121699602997,513567309.40599334,2.932909522243795,-2310135.520886565
2022-01-06,000002.SZ,19.23206915930675,1.8398055782297777,1548512256.5057979,1.7031235292437454,588991.5140829486
2022-01-06,000003.SZ,15.817470944059263,1.808690551850773,771778981.462971,1.1106203029051345,1084837.8458640813
2022-01-06,000004.SZ,14.708092494410748,1.5530608312013394,2135267938.2676518,3.5299939796481294,84551.46815915912
2022-01-06,000005.SZ,19.893531298659088,2.2755800890954445,1916744379.1873727,2.2109055455359137,-287107.27097197034
2022-01-06,000006.SZ,17.329662928739054,2.1295725283520874,1242467593.004591,3.8825614118196787,-642105.3467206494
2022-01-06,000007.SZ,16.570346290066343,1.6495497608152854,817145395.3024362,2.645985363152572,1105583.5757061772
2022-01-06,000008.SZ,16.121963255228508,1.6919152033018838,1859271648.0383155,3.1351289255325976,-1072967.0037554535
2022-01-06,000009.SZ,16.189694661421406,2.3644339676449215,1491221161.5404305,1.2193669310340516,-311828.95779949013
2022-01-06,000010.SZ,19.873397632832596,1.658596079380124,2826075114.163438,2.473227413865651,-1164083.242395934
2022-01-06,000011.SZ,14.714071080387697,1.80564253009055,1435133349.2597806,2.2137782991856234,1153139.710235273
2022-01-06,000012.SZ,17.38099689347349,1.623178292716311,1073604087.6748834,3.353905704039294,-286808.51330228127
2022-01-06,000013.SZ,17.82154138896422,1.8785863163597598,1628890472.766598,2.9587137016467144,-406347.3934899411
2022-01-06,000014.SZ,18.23060680473688,1.2403507129451454,813224114.1131799,1.1629663620540203,330165.9056719212
2022-01-06,000015.SZ,19.16401367260417,1.8266700574524986,3055381326.5505614,2.9478170041380976,-2084313.9205018007
2022-01-06,000016.SZ,21.00999811024775,2.240657118992303,2519091069.963091,4.435700795899745,-269419.20768830035
2022-01-06,000017.SZ,18.604197091506585,1.7622799616538256,2310962860.892006,2.9376822036401165,-240268.3624816052
2022-01-06,000018.SZ,16.443577561054425,1.681773040171262,948552429.3633136,1.1798314821771854,-15248.904788179156
2022-01-06,000019.SZ,17.14488859352582,1.6083648732535647,2281020090.7355084,0.4792711506027576,519050.5824133724
2022-01-06,000020.SZ,19.386124988822147,1.5905667621606903,1795213504.0979567,0.5087277121481972,1021602.5442917123
2022-01-06,000021.SZ,17.53573720639377,1.8748433286597679,3682688799.9630747,1.071998946219383,-571049.6617028527
2022-01-06,000022.SZ,22.639223400771456,2.1872052203546524,1675830845.2725637,1.164988338501151,690808.1943360029
2022-01-06,000023.SZ,16.69966032794224,1.4039068533119519,1617291889.8208535,3.5395882743214786,-1500075.8552551789
2022-01-06,000024.SZ,17.69896715495285,1.7068606354539995,1227538925.4097366,2.156045927450347,445292.2822087315
2022-01-06,000025.SZ,19.848365620755107,1.8382439610247683,932133250.0358092,4.177338632639865,-1182328.3474948942
2022-01-06,000026.SZ,19.547841741284582,1.9631917868794928,2294139720.917672,3.8540935505616556,1172699.0259857061
2022-01-06,000027.SZ,14.269164256730893,1.5014062098236636,1467143266.2342515,3.3380572982883057,-1894889.0712709709
2022-01-06,000028.SZ,19.184284305170937,1.891668952297956,752902654.7134135,1.1441922464689926,-385319.91530113015
2022-01-06,000029.SZ,17.31431160357214,1.5057032269845843,3308595589.5365233,1.239308271318863,-780982.2101886512
2022-01-06,000030.SZ,13.74805610265241,1.5849446759353134,3202507858.469205,1.6608645753208304,-849675.0218754201
2022-01-06,000031.SZ,13.479602331420464,1.5218133858577332,1357181376.3731008,3.8237474658678297,1015145.2235615085
2022-01-06,000032.SZ,18.06783527043505,1.8137362341020953,1994298421.1591015,3.156395920972449,464773.11767788185
2022-01-06,000033.SZ,18.296695605978943,1.8154969517955433,854591122.0478044,0.337787434326162,1670974.5465172739
2022-01-06,000034.SZ,20.197996141306433,1.9561909249451404,2241926395.0306506,3.6843009876759054,-9641.435923839643
2022-01-06,000035.SZ,15.541596729075478,1.5463467224767389,765079193.0811567,0.6312358135295761,421523.9972176709
2022-01-06,000036.SZ,16.914216412193788,1.6123461522082247,1464538723.0330482,4.195399318765601,2270601.2304279557
2022-01-06,000037.SZ,15.36133809126166,2.041627769560979,1585239015.162611,0.2697909622726272,-1116628.4680984644
2022-01-06,000038.SZ,19.2398424841937,2.244067232668735,1965094888.8525615,1.3429804770827825,-70090.89895215839
2022-01-06,000039.SZ,17.656749115801656,1.9496581531869008,1048714041.5248406,2.36954453072693,-1374698.3795187632
2022-01-06,000040.SZ,19.640604032022768,1.6037174399955199,2242979460.4888635,1.4960227378967983,-364384.2018465565
2022-01-06,000041.SZ,14.89772298898187,1.7474304428311596,1129282286.4253836,1.727436686721159,697200.200350507
2022-01-06,000042.SZ,18.181114466080967,1.738978191683704,1146211545.0763896,1.6733962729446545,794025.0067443205
2022-01-06,000043.SZ,19.10583542349768,2.016448083224853,1750502852.5137656,4.228701338963101,-1843488.806451251
2022-01-06,000044.SZ,18.41113317662789,1.7033713285007421,1984351058.2104883,0.9650236996734212,976158.7483926694
2022-01-06,000045.SZ,15.011142955085184,1.3869473161554653,2024397782.0223346,1.3777965250059943,62330.982450269104
2022-01-06,000046.SZ,18.48649489237742,1.8446084563697969,2374501082.7539754,1.0690914906728064,169382.4803361856
2022-01-06,000047.SZ,15.434167864408707,1.7628496398897031,1109525415.950845,3.488453758110389,672975.4449996098
2022-01-06,000048.SZ,16.05555341638835,1.4048318583096484,2810472447.0035315,4.475357470402116,267838.5081509958
2022-01-06,000049.SZ,15.957506816753904,1.9783393376018092,1747048104.0568473,3.884499685241253,-764207.6796012392
2022-01-06,000050.SZ,18.877399273643483,1.7380212877136498,1079252422.8210323,3.981470453997046,110913.133528079
2022-01-06,000051.SZ,15.948068932082945,1.7701663418090443,1567512951.162954,2.361521096623088,207637.54974769757
2022-01-06,000052.SZ,21.72875789958652,1.6296989077779236,3550704908.0394425,4.36065001178913,-767241.333601055
2022-01-06,000053.SZ,22.703963428452973,1.9995803108598156,844441737.8321835,4.197275579630837,2631127.316286603
2022-01-06,000054.SZ,17.75075223874947,1.8734231775848924,465333854.5324237,1.311795866039582,715508.8471230696
2022-01-06,000055.SZ,19.370623607634474,1.7086651523244538,1879976074.4153633,3.287668047527277,-767379.559810274
2022-01-06,000056.SZ,20.22515985441971,2.016830352372276,2600535052.883152,0.5773653459176675,2780705.355826556
2022-01-06,000057.SZ,16.2575468816326,1.7813407248729296,3085048147.6411214,1.0171944286262657,321285.254976079
2022-01-06,000058.SZ,19.99987483841574,1.6226450266112602,2542008526.6040397,0.6042911693259705,-927628.6802044977
2022-01-06,000059.SZ,23.32059889834089,2.039671242169369,4737659480.921435,1.4765344876818813,-974365.0437267653
2022-01-06,000060.SZ,16.575726633859787,1.611728413657052,2737237858.942301,1.6851485906288157,-491121.26419156604
2022-01-07,000001.SZ,16.630611988137638,1.8418235727436967,513482045.3866931,0.45249033109564374,-418964.579271164
2022-01-07,000002.SZ,19.587772578025767,1.9582531552598064,1566922175.913785,2.383011089085645,-701262.124922161
2022-01-07,000003.SZ,15.286236122892607,1.467500651460163,749889596.208175,0.3566498414363982,188444.08659681882
2022-01-07,000004.SZ,14.015338044340432,1.9754811818959848,2154231233.711334,1.0787460444100467,-996915.8356490814
2022-01-07,000005.SZ,23.38530421828096,1.9314565565317159,1910214979.9138372,2.8252446181194464,845041.8614671004
2022-01-07,000006.SZ,22.284613440061115,1.7880105310554164,1250441951.6556482,3.452963105227435,610035.6845517822
