trade_date,ts_code,open,high,low,close,volume,amount,adj_factor,is_suspended,is_st,up_limit,down_limit
2022-01-03,000015.SZ,38.750004000765145,38.88518529265442,37.391334004674164,37.598602964171604,4287904,161219200.04448327,1.0,False,False,42.54128430609888,34.80650534135363
2022-01-03,000016.SZ,23.515632625934803,24.23263936214603,23.399808303952312,24.05908538628166,3247943,78142537.9667758,1.0,False,False,25.77708098039009,21.090338983955526
2022-01-03,000017.SZ,33.06072231999583,33.20362181117735,32.63221719257523,32.995944603673365,763603,25195802.287198793,1.0,False,False,36.35227999921008,29.742774544808245
2022-01-03,000018.SZ,10.694044924799805,11.185719787534747,10.672003226147085,11.030856519113717,2018034,22260643.504693132,1.0,False,False,11.712095997269838,9.58262399776623
2022-01-03,000019.SZ,23.429688024945232,23.51873841891273,23.163496874348795,23.370351086986165,876096,20474671.105904233,1.0,False,False,25.930373245503247,21.21575992813902
2022-01-03,000020.SZ,23.71286812747684,24.20479174956384,23.53781266298503,23.91804616911449,1212868,29009432.821041554,1.0,False,False,26.07288620127914,21.332361437410203
2022-01-03,000021.SZ,38.09445495525017,39.40129906755044,37.65199467062865,39.15543720204267,2061985,80737924.17905395,1.0,False,False,41.811491215119396,34.209401903279506
2022-01-03,000022.SZ,26.272021812658377,26.334133462717453,25.917370678268682,25.974950665433003,5534235,143751481.0959126,1.0,False,False,28.924827443637856,23.665767908430972
2022-01-03,000023.SZ,23.03744211269706,23.307084370142892,22.77221492318206,22.937145464535995,1549460,35540189.41147994,1.0,False,False,25.466826917204777,20.83649475044027
2022-01-03,000024.SZ,16.52285700771322,17.32700317407432,16.377061465456197,17.295372960592513,3322696,57467266.554668896,1.0,False,False,18.197543340834656,14.888899097046535
2022-01-03,000025.SZ,18.431407222925134,18.55369429987175,18.17261479957959,18.255291387208025,4366658,79714614.17828302,1.0,False,False,20.47122870645784,16.749187123465504
2022-01-03,000026.SZ,24.72949177886842,24.76896729294629,24.17039503050632,24.538137570359932,7388314,181295465.34501627,1.0,False,False,27.127668566998132,22.19536519118029
2022-01-03,000027.SZ,21.951958892341665,22.388146387281118,21.696185223797197,22.340219286471346,6562623,146610436.91444045,1.0,False,False,24.249683402737645,19.840650056785346
2022-01-03,000028.SZ,8.58764941581043,8.96063084797314,8.556920295949919,8.854183838524401,1986531,17589110.674927715,1.0,False,False,9.560745211787632,7.8224279005535164
2022-01-03,000029.SZ,34.666426245336446,35.13076715157211,34.6455477143704,34.69466550083365,3921457,136053638.89090264,1.0,False,False,37.8854757316414,30.997207416797504
2022-01-03,000030.SZ,36.4816994156804,36.62986550637652,35.4575308551207,35.83916674743043,2013365,72157323.95844027,1.0,False,False,40.3448591687598,33.00943022898529
2022-01-03,000031.SZ,12.478148810321478,12.78535306162602,12.445744084858422,12.650703098477004,3283673,41540772.19548528,1.0,False,False,13.7367679327511,11.239173763159991
2022-01-03,000032.SZ,25.77989376998744,25.836015408208585,25.365596350648403,25.730724773298096,1187907,30565708.07327422,1.0,False,False,28.30207225257454,23.15624093392462
2022-01-03,000033.SZ,11.500817904972997,11.833482210157259,11.431117015644155,11.743931315491814,7352869,86351588.50780898,1.0,False,False,12.621866087967614,10.326981344700775
2022-01-03,000034.SZ,29.570659780748965,29.85215580652095,28.979851724044245,29.159977672288854,4056265,118280596.83288674,1.0,False,False,32.46285127500138,26.56051467954658
2022-01-03,000035.SZ,16.969576453862953,17.09026391405121,16.86775343389303,16.925025910988385,1214315,20552312.839101862,1.0,False,False,18.699429191133095,15.29953297456344
2022-01-03,000036.SZ,29.042286676043823,29.7880051823744,28.854346112518687,29.54464107668346,4793434,141620287.05477113,1.0,False,False,32.01167674115494,26.19137187912677
2022-01-03,000037.SZ,31.372771547274017,31.664808588226897,31.127934462526703,31.427390558657965,2515733,79062923.53230427,1.0,False,False,34.39021042289827,28.13744489146222
2022-01-03,000038.SZ,32.80898051930224,33.12219958136418,32.6708818921782,33.094614599452264,6499028,215082826.93104905,1.0,False,False,35.85639171550152,29.33704776722852
2022-01-03,000039.SZ,11.310968837048337,11.563013833492812,11.247809251244334,11.416334255349518,5818819,66429582.67537863,1.0,False,False,12.59248129764756,10.30293924352982
2022-01-03,000040.SZ,37.40973844506726,39.265436051861194,37.023857900660495,39.083135788104585,1652096,64569092.30298443,1.0,False,False,41.043616948843805,33.581141139963115
2022-01-03,000041.SZ,15.398624372866653,15.684366815880171,15.36030330977701,15.645936179045261,3633152,56844064.32077065,1.0,False,False,16.903532479499805,13.830162937772569
2022-01-03,000042.SZ,9.274669169421815,9.329283900387443,9.18986022777311,9.200908119330812,6772282,62311144.44019791,1.0,False,False,10.116921977401528,8.277481617873978
2022-01-03,000043.SZ,25.685961642509113,25.703164464310607,25.316876460846828,25.405612785659866,1944208,49393795.62278219,1.0,False,False,28.330806922580216,23.179751118474723
2022-01-03,000044.SZ,19.7710124204462,19.960099032190637,19.151994244798,19.340315455910524,2690444,52034035.676461734,1.0,False,False,21.856464391957847,17.882561775238237
2022-01-03,000045.SZ,34.69065544448269,35.564812071524614,34.439544095146964,35.11994134408218,4485110,157516800.12175643,1.0,False,False,38.00859895826095,31.097944602213502
2022-01-03,000046.SZ,33.61118999863276,33.86267747214889,33.09479051679587,33.36071429548215,6264706,208995067.01119277,1.0,False,False,37.25045181666342,30.47764239545189
2022-01-03,000047.SZ,18.246466268305973,18.29890743609672,17.963877659301435,17.970568946323183,5059701,90925705.66828036,1.0,False,False,19.963289027359583,16.333600113294203
2022-01-03,000048.SZ,38.28499011786444,39.18652603125033,37.721163652874544,38.81750560546993,7455953,289421497.37162036,1.0,False,False,42.34205870645502,34.64350257800865
2022-01-03,000049.SZ,17.18927691779021,17.390908469254644,16.40987455693362,16.626046775801747,1056334,17562658.49486976,1.0,False,False,19.040307902532177,15.578433738435416
2022-01-03,000050.SZ,24.30227238839438,25.39063398741665,24.03479422798428,25.281332077591827,1355780,34275924.404157445,1.0,False,False,26.930010948956355,22.03364532187338
2022-01-03,000051.SZ,16.21435900351222,16.730211558385733,16.11425738766015,16.488348026012982,1055228,17398966.510793626,1.0,False,False,17.809971187979617,14.57179460834696
2022-01-03,000052.SZ,38.05543559248002,38.83786464353491,38.027636968831146,38.621947290818206,6452616,249212595.0398902,1.0,False,False,41.74873366572351,34.15805481741015
2022-01-03,000053.SZ,13.16534641482946,13.323502693987658,13.105617001649781,13.115249570763423,7308630,95854506.47036867,1.0,False,False,14.59419517888704,11.940705146362124
2022-01-03,000054.SZ,9.463816895006646,9.520792227603826,9.239114043220582,9.36492737753476,2259013,21155492.689906932,1.0,False,False,10.38085380260998,8.493425838499075
2022-01-03,000055.SZ,21.86979735390158,23.208266364143565,21.739582371252244,23.00456545141253,1359149,31266632.128721893,1.0,False,False,24.115416512106936,19.730795328087492
2022-01-03,000056.SZ,39.92280171710048,40.520891220042145,38.64818516029743,38.82076016535757,2561187,99427226.26563166,1.0,False,False,43.73161985476547,35.78041624480811
2022-01-03,000057.SZ,36.44808202779364,37.04444725238851,36.3746207836198,36.77037014482621,1272634,46795223.23889076,1.0,False,False,40.18703977217297,32.88030526814152
2022-01-03,000058.SZ,32.187936181189286,32.39559643888792,31.72481167830839,32.19259871373832,3240338,104314900.9308774,1.0,False,False,35.15100228488461,28.759910960360138
2022-01-03,000059.SZ,36.15147857505891,36.64443913248817,35.222433472636666,35.504449963719985,7879942,279773006.4560156,1.0,False,False,40.155895678924075,32.854823737301516
2022-01-03,000060.SZ,36.66698951905669,37.77678657494048,36.51120233406489,37.287768105378014,6067384,226239207.59828088,1.0,False,False,40.249321717364786,32.93126322329846
2022-01-04,000001.SZ,10.95957053060487,11.466088451911697,10.811196472354837,11.327669130739395,2502562,28348194.31516144,1.00003,False,False,12.093354841919192,9.894563052479338
2022-01-04,000002.SZ,22.048923582462113,22.192122243590354,21.987681050801076,21.999508894730607,6406923,140949159.5263541,1.00003,False,False,24.208196481832868,19.80670621240871
2022-01-04,000003.SZ,9.250969164945158,9.322583849982665,9.17191953538518,9.215125103141897,856352,7891390.81232577,1.00003,False,False,10.23225072240454,8.371841500149168
2022-01-04,000004.SZ,23.620621636384683,23.760264074282734,23.200129016339893,23.34602167922096,882203,20595930.36347377,1.00003,False,False,25.895899035289368,21.187553756145846
2022-01-04,000005.SZ,18.364033494968538,18.649576056869044,18.245219937289722,18.556858339475333,4633687,85986673.24846844,1.00003,False,False,20.348889021325185,16.649091017447876
2022-01-04,000006.SZ,12.348841995513235,12.391121875925027,12.111851604514698,12.172238519603445,6354358,77346761.21495031,1.00003,False,False,13.659362437455327,11.17584199428163
2022-01-04,000007.SZ,11.267254129525883,11.352604134303817,11.11196491320169,11.329117959933976,1173655,13296475.939266311,1.00003,False,False,12.353307107570826,10.107251269830675
2022-01-04,000008.SZ,26.664136858356095,27.3937797240863,26.324394958748655,27.153392619826437,569448,15462445.120574925,1.00003,False,False,29.123009767240525,23.8279170822877
2022-01-04,000009.SZ,14.135369043128764,14.280041866068867,13.940556726817952,14.225785399745693,4677014,66534197.4756062,1.00003,False,False,15.632678088430577,12.790372981443198
2022-01-04,000010.SZ,37.616714898258685,38.670767882644846,37.49463604070006,38.32541721154182,3908430,149792210.39210638,1.00003,False,False,41.220193242868085,33.7256126532557
2022-01-04,000011.SZ,27.198262316858223,27.26577700847229,26.242177465441593,26.530772571817135,6839289,181451621.01193064,1.00003,False,False,29.903085379240178,24.46616076483287
2022-01-04,000012.SZ,19.918939356670883,20.266983711367175,19.867266459939476,20.05844743850313,5810684,116553299.59575112,1.00003,False,False,21.884204949313208,17.905258594892626
2022-01-04,000013.SZ,26.303034458874038,27.263157422134547,25.949007898671706,27.211356533262617,1183271,32198409.05647019,1.00003,False,False,28.778930883304145,23.546397995430663
2022-01-04,000014.SZ,8.752518519976116,8.839643852493227,8.49262438442331,8.60050636390156,7102852,61088123.82785093,1.00003,False,False,9.598329120595794,7.853178371396559
2022-01-04,000015.SZ,37.40796782153336,38.23638383490927,37.18567106624057,37.921517207521404,6137472,232742250.0586808,1.00003,False,False,41.35846326058877,33.838742667754445
2022-01-04,000016.SZ,24.090443689468724,24.10240946271178,23.80279347280366,24.097901994264163,5582155,134518224.10679168,1.00003,False,False,26.464993924909827,21.653176847653494
2022-01-04,000017.SZ,33.04427133305082,33.118310735348444,32.539959633526486,33.01615977655672,2490391,82223147.16209887,1.00003,False,False,36.2955390640407,29.69635014330603
2022-01-04,000018.SZ,11.032902783461358,11.203572744553885,10.910153507708925,11.117354411459841,1838313,20437177.140193976,1.00003,False,False,12.13394217102509,9.927770867202346
2022-01-04,000019.SZ,23.264778996369042,23.678884190086453,23.229929819451428,23.398766753872795,524343,12268979.556025922,1.00003,False,False,25.707386195684784,21.03331597828755
2022-01-04,000020.SZ,23.904657040654918,25.003907821936263,23.79022575029733,24.85676945966168,2032980,50533315.176103,1.00003,False,False,26.30985078602594,21.526241552203043
2022-01-04,000021.SZ,39.040378906855004,39.314741581714614,38.819484939389724,39.19905995363482,3220143,126226578.51627749,1.00003,False,False,43.07098092224694,35.2398934818384
2022-01-04,000022.SZ,25.82190322953747,26.51885712536564,25.530049400905355,26.47956495748349,3455802,91508133.53920136,1.00003,False,False,28.572445731976305,23.377455598889703
2022-01-04,000023.SZ,22.856653405867576,23.04632663253239,22.841165811693227,22.95698727599599,564362,12956051.253055649,1.00003,False,False,25.230860010989595,20.643430918082394
2022-01-04,000024.SZ,17.272442687553212,17.623545920322382,17.04529863256353,17.423660755642302,4111185,71631892.7436853,1.00003,False,False,19.024910256651765,15.565835664533262
2022-01-04,000025.SZ,18.286936934882743,18.370453337409494,17.88392682200288,18.033487074777963,3688711,66520322.141091295,1.00003,False,False,20.08082052592883,16.429762248487222
2022-01-04,000026.SZ,24.492239524243274,25.056852020025605,24.277603793962943,24.740690797468922,1227334,30365090.99922072,1.00003,False,False,26.991951327395928,22.08432381332394
2022-01-04,000027.SZ,22.320455901129854,22.62823796120392,22.00522225316451,22.55825766855884,3563582,80388200.97903825,1.00003,False,False,24.574241215118484,20.10619735782421
2022-01-04,000028.SZ,8.87527627349452,8.935165657062596,8.771464710256756,8.803853069694565,1404915,12368665.23540994,1.00003,False,False,9.739602222376842,7.968765454671961
2022-01-04,000029.SZ,34.97848771943392,35.42781165743824,34.8938813705763,35.298198524789875,774098,27324264.881642792,1.00003,False,False,38.16413205091702,31.225198950750286
2022-01-04,000030.SZ,35.92814657855795,36.24659532601412,35.857140974329255,36.01185399067606,7550142,271894611.3128709,1.00003,False,False,39.42308342217348,32.25525007268739
2022-01-04,000031.SZ,12.695452194184211,12.869441725349091,12.647237798233457,12.82946819691174,7057395,90542624.70554394,1.00003,False,False,13.915773408324705,11.385632788629303
2022-01-04,000032.SZ,25.77539729826788,26.691890323685442,25.70300492546035,26.480620219907642,725409,19209280.233102985,1.00003,False,False,28.30379725062791,23.157652295968287
2022-01-04,000033.SZ,11.777579745919775,11.988543240475936,11.76872771291413,11.927465005980586,7488528,89319155.6663058,1.00003,False,False,12.918324447040996,10.569538183942633
2022-01-04,000034.SZ,29.18290215898484,30.422276933942076,28.90317806691386,30.223711860593063,3068027,92727164.02851975,1.00003,False,False,32.07597543951774,26.24397990505997
2022-01-04,000035.SZ,16.928540752192866,17.3807649107751,16.76798637168347,17.341142123823644,4225535,73275602.98419115,1.00003,False,False,18.617528502087225,15.232523319889546
2022-01-04,000036.SZ,29.293480530154792,29.775901402891996,28.876021587487212,29.566224844271584,3446955,101913446.55808616,1.00003,False,False,32.49910518435181,26.590176969015115
2022-01-04,000037.SZ,31.16259547828705,32.45422400595842,30.812194551519767,32.02548868978067,2583148,82726577.05802956,1.00003,False,False,34.570129614523765,28.28465150279217
2022-01-04,000038.SZ,33.35569295813115,34.61533113235683,33.074595062192444,34.40726684367873,7938557,273144049.0527537,1.00003,False,False,36.4040760593975,29.785153139507038
2022-01-04,000039.SZ,11.36637955474731,11.5586398720677,11.291352906447957,11.488304451042284,2439036,28020388.135052368,1.00003,False,False,12.557967680884472,10.274700829814567
2022-01-04,000040.SZ,38.79357358281244,39.77848065521588,38.34076446577697,39.660801199803224,1443552,57252428.89357834,1.00003,False,False,42.99144936691505,35.17482220929413
2022-01-04,000041.SZ,15.614315870232659,15.76069721876118,15.456282626540132,15.693953791611623,7357916,115474793.70655982,1.00003,False,False,17.21052979694979,14.081342561140735
2022-01-04,000042.SZ,9.202898823770349,9.28924200668871,8.869838547269993,8.912685099287106,7327451,65307263.34345641,1.00003,False,False,10.120998931263895,8.280817307397731
2022-01-04,000043.SZ,25.405400498679974,25.637946587996662,25.184251823490513,25.353081627038616,1823462,46230380.92980309,1.00003,False,False,27.946174064225854,22.86505150709388
2022-01-04,000044.SZ,19.251853998964354,19.598061868052636,18.988294625144757,19.526534706707537,7519531,146830383.04966322,1.00003,False,False,21.274347001501578,17.406283910319473
2022-01-04,000045.SZ,35.143046280337074,35.51725148266285,34.90242947138842,35.263036218212825,5748751,202718414.7224872,1.00003,False,False,38.6319354784904,31.607947209673963
2022-01-04,000046.SZ,33.651763211531524,34.0636890691782,33.09545619402981,33.528257339723716,2301697,77171889.33407006,1.00003,False,False,36.69678572503037,30.024642865933934
2022-01-04,000047.SZ,17.962228138945814,18.79851851419551,17.931053569198234,18.582679970574347,1365085,25366937.68763148,1.00003,False,False,19.767625840955503,16.173512051690867
2022-01-04,000048.SZ,38.68088698650298,41.68717235252188,38.640480562598086,41.082749905167375,3425469,140727686.23490378,1.00003,False,False,42.69925616601693,34.93575504492294
2022-01-04,000049.SZ,16.486576556192652,16.844152329359428,16.442963861790012,16.636398001382396,1667942,27748546.955221757,1.00003,False,False,18.288651453381924,14.963442098221572
2022-01-04,000050.SZ,25.467345994208863,25.503713015498338,24.90327427710463,25.17816060930221,3676215,92560331.70432593,1.00003,False,False,27.809465285351013,22.753198869832644
2022-01-04,000051.SZ,16.53975809234539,16.88382920400491,16.3443911624524,16.794815582599075,5608912,94200642.65902694,1.00003,False,False,18.137182828614282,14.839513223411684
2022-01-04,000052.SZ,38.35493472673602,39.25920554904544,38.27214059706548,38.7402617177617,6740900,261144230.21325982,1.00003,False,False,42.48414201990003,34.759752561736384
2022-01-04,000053.SZ,13.150685711688853,13.150788039311173,12.890296818494596,12.97521636443873,6880351,89274042.88828237,1.00003,False,False,14.426774527839767,11.80372461368708
2022-01-04,000054.SZ,9.247072522159002,9.5107317437516,9.17231801819102,9.394736165622914,6309679,59277769.49477143,1.00003,False,False,10.301420115288238,8.428434639781285
2022-01-04,000055.SZ,23.00970391260998,23.378423066189644,22.75075293903412,23.202946627463803,5857658,135914925.93593636,1.00003,False,False,25.305021996553787,20.70410890627128
2022-01-04,000056.SZ,38.930953793269126,39.69672181476452,38.828557689240775,39.5920258305995,3985097,157778063.3614446,1.00003,False,False,42.70283618189333,34.938684148821814
2022-01-04,000057.SZ,36.92432404560615,37.141947616802724,36.19642254647317,36.67786585950332,7647317,280487267.11109936,1.00003,False,False,40.44740715930883,33.09333313034359
2022-01-04,000058.SZ,31.90145033548022,32.58676277970895,31.63782850471956,32.31222808082916,7816967,252583620.60431486,1.00003,False,False,35.41185858511216,28.973338842364488
2022-01-04,000059.SZ,35.097967239036336,35.23494652667626,34.811150776016035,35.03114078101937,2439291,85451146.42687352,1.00003,False,False,39.054894960091985,31.954004967347988
2022-01-04,000060.SZ,36.99233958321629,38.18999331850228,36.61687526251246,37.869562775446276,6184327,234197759.55038735,1.00003,False,False,41.016544915915816,33.55899129484021
2022-01-05,000001.SZ,11.318086745217261,11.587071866523331,11.237260028205682,11.50596243559338,6803544,78281321.69290672,1.00006,False,False,12.460436043813335,10.194902217665456
2022-01-05,000002.SZ,22.19551379907083,22.22852639770883,21.656862940726054,21.72431209382848,7516564,163292182.2092358,1.00006,False,False,24.19945978420367,19.799558005257545
2022-01-05,000003.SZ,9.17573945215689,9.18334665531185,9.099263773139626,9.14830366066303,3066933,28057234.39090825,1.00006,False,False,10.136637613456088,8.293612592827708
2022-01-05,000004.SZ,23.152995472512213,23.193047760003882,22.1398211750554,22.347508614444997,2486053,55557090.83346683,1.00006,False,False,25.68062384714306,21.011419511298865
2022-01-05,000005.SZ,18.64398933910195,18.77715953964984,18.531771643385333,18.76472553441681,967451,18153952.48299708,1.00006,False,False,20.41254417342287,16.7011725055278
2022-01-05,000006.SZ,12.085757564641328,12.17525358009493,11.801296049447885,11.97570143398609,2929525,35083116.7433981,1.00006,False,False,13.389462371563791,10.9550146676431
2022-01-05,000007.SZ,11.371139293103049,11.515793634426336,11.223403528604651,11.497980363207086,732896,8426823.81627302,1.00006,False,False,12.462029755927375,10.196206163940579
2022-01-05,000008.SZ,26.858882004399863,27.23197919986513,26.72622768113764,27.0729962862462,4919983,133198681.48739445,1.00006,False,False,29.868731881809083,24.438053357843796
2022-01-05,000009.SZ,14.172141266358034,14.24563745364903,14.02505755970379,14.105159232998712,4491080,63347398.52813586,1.00006,False,False,15.648363939720264,12.803206859771123
2022-01-05,000010.SZ,38.314021032787714,38.46196431986587,37.70606539541178,38.17956253542018,1209798,46189558.396226265,1.00006,False,False,42.157958932696005,34.49287549038764
2022-01-05,000011.SZ,26.47108713805675,27.732955828815893,26.241194670427145,27.353872028955585,7841710,214501131.8281813,1.00006,False,False,29.183849828998852,23.87769531463542
2022-01-05,000012.SZ,19.797212387863613,20.74090231799425,19.65890190334391,20.58760163737988,534640,11006955.33940878,1.00006,False,False,22.064292182353444,18.05260269465282
2022-01-05,000013.SZ,27.345922071515684,28.43298348383258,27.28005053929253,28.318149795021345,3760489,106490090.80453002,1.00006,False,False,29.93249218658888,24.490220879936356
2022-01-05,000014.SZ,8.540777672288472,8.617557777496774,8.428276743526338,8.541418798062532,6311809,53911804.04238027,1.00006,False,False,9.460557000291718,7.740455727511405
2022-01-05,000015.SZ,37.69480297109033,37.935095684232216,36.20709232678764,36.40915459750175,1458343,53097035.74318449,1.00006,False,False,41.71366892827355,34.12936548676927
2022-01-05,000016.SZ,24.36339713621506,24.454157550414255,24.173195465290053,24.445368087953053,3632144,88789097.02845016,1.00006,False,False,26.50769219369058,21.68811179483775
2022-01-05,000017.SZ,32.7065571410086,33.1791088895612,32.48003453663451,33.15916613315897,7707886,255587072.40945014,1.00006,False,False,36.31777575421239,29.714543798901047
2022-01-05,000018.SZ,11.175823486881876,11.243715619049565,10.816121433053398,10.948982341442552,4416881,48360352.07325312,1.00006,False,False,12.229089852605826,10.005618970313858
2022-01-05,000019.SZ,23.28674991777573,23.575671696617075,23.274210392064028,23.424207366733963,2033508,47633313.07391245,1.00006,False,False,25.738643429260076,21.058890078485515
2022-01-05,000020.SZ,24.84049148444168,25.39720799892576,24.491777894518947,25.380032793042496,4509505,114451384.7803891,1.00006,False,False,27.34244640562785,22.371092513695512
2022-01-05,000021.SZ,39.079791651892954,39.443312252004176,38.84693473201168,39.110415281430505,6446292,252117157.1453632,1.00006,False,False,43.11896594899831,35.279153958271344
2022-01-05,000022.SZ,26.300512060036716,26.81127548696142,25.958354348890598,26.773410099311224,3837620,102746174.06531873,1.00006,False,False,29.12752145323184,23.83160846173514
2022-01-05,000023.SZ,22.95364050761559,23.227634177289296,22.226687535116454,22.410117380456732,3410451,76428607.23029605,1.00006,False,False,25.25268600359559,20.66128854839639
2022-01-05,000024.SZ,17.40644781376034,17.500860133326785,17.300702901156246,17.402903236389523,4576216,79639444.23681752,1.00006,False,False,19.166026831206533,15.681294680078073
2022-01-05,000025.SZ,18.193342428814947,18.202941959152213,17.852681839937773,17.894964960036738,6952676,124417893.39848839,1.00006,False,False,19.83683578225576,16.230138367300167
2022-01-05,000026.SZ,24.916230562110147,24.9345879601553,24.166978053427858,24.222788022870155,2043648,49502852.29736254,1.00006,False,False,27.214759877215815,22.266621717722032
2022-01-05,000027.SZ,22.557067311329657,23.00055321084207,22.286185032031337,22.931117585591988,6972622,159890014.96188557,1.00006,False,False,24.814083435414727,20.302431901702956
2022-01-05,000028.SZ,8.85643797079472,9.32925992174812,8.806180808660834,9.198771622823806,5133416,47221121.42894969,1.00006,False,False,9.684238376664021,7.923467762725108
2022-01-05,000029.SZ,35.10516461706795,35.81308511383953,34.98476499426162,35.58104700900697,6257208,222638011.9931345,1.00006,False,False,38.82801837726887,31.768378672310888
2022-01-05,000030.SZ,36.06305174348978,36.33795655420962,34.892965959941584,35.123022188698556,5914300,207728090.13061988,1.00006,False,False,39.61303938974367,32.410668591608456
2022-01-05,000031.SZ,12.722417669937084,13.02693925957546,12.600738753588434,12.982545230864458,5083774,66000325.89849273,1.00006,False,False,14.112415016602915,11.546521377220566
2022-01-05,000032.SZ,26.561634751119865,26.81988704330542,26.132466149300114,26.442540788558368,881250,23302489.06991706,1.00006,False,False,29.12868224189841,23.832558197916878
2022-01-05,000033.SZ,11.953036495442616,12.487590750699127,11.780807530144294,12.362998763156272,5786792,71542102.33864261,1.00006,False,False,13.120211506578647,10.734718505382528
2022-01-05,000034.SZ,29.96491170416042,30.29986121441843,29.55415595093861,29.61241326701866,3281842,97183261.58105905,1.00006,False,False,33.24608304665237,27.201340674533757
2022-01-05,000035.SZ,17.55922419713774,17.81103576169998,17.33385236700788,17.374096792181543,2620169,45523069.81787352,1.00006,False,False,19.07525633620601,15.60702791144128
2022-01-05,000036.SZ,29.422624117195113,30.2906056623137,29.21148519245417,30.128956595112623,1982502,59730716.70772397,1.00006,False,False,32.522847328698745,26.609602359844427
2022-01-05,000037.SZ,31.81955813744727,31.852936041648636,31.582394625732146,31.811976779855264,2301873,73227130.42617577,1.00006,False,False,35.22803755875874,28.822939820802606
2022-01-05,000038.SZ,34.68083490632328,34.77257728578161,33.927017803242215,34.16660318454571,6366583,217524515.00247455,1.00006,False,False,37.8479935280466,30.966540159310856
2022-01-05,000039.SZ,11.492985694024197,11.640671773141598,11.44075617184886,11.564550139549432,6953427,80413255.18319678,1.00006,False,False,12.637134896146513,10.339474005938056
2022-01-05,000040.SZ,39.20045096625906,40.22166418408076,38.83969912310941,39.627940758637315,3269546,129565375.1956396,1.00006,False,False,43.62688131978355,35.694721079822905
2022-01-05,000041.SZ,15.677909383354965,16.22444707077841,15.561662106400497,16.109137710025422,4189501,67489248.54528922,1.00006,False,False,17.263349170772788,14.124558412450462
2022-01-05,000042.SZ,8.95275062740295,9.066607708077527,8.670220999968238,8.801561091338137,3555217,31291459.618463896,1.00006,False,False,9.803953609215817,8.021416589358395
2022-01-05,000043.SZ,25.560548478729107,25.9204941752536,25.283278112284595,25.414662087367347,7959158,202279311.06996652,1.00006,False,False,27.88838978974248,22.817773464334756
2022-01-05,000044.SZ,19.48371657842523,19.727493204203917,19.214998899617637,19.413402751514667,4677513,90806443.74444562,1.00006,False,False,21.47918817737829,17.573881236036783
2022-01-05,000045.SZ,35.29264115471229,35.65141305877328,34.74773216363417,35.17749947887875,3652016,128468790.93685687,1.00006,False,False,38.78933984003411,31.736732596391544
2022-01-05,000046.SZ,33.53331247110132,33.92353514480817,32.348162985775495,32.72706848046241,2264422,74107893.86266564,1.00006,False,False,36.88108307369609,30.175431605751346
2022-01-05,000047.SZ,18.33580675870847,19.02948659817809,18.27859957142294,19.018462267953385,7231691,137535642.4169981,1.00006,False,False,20.440947967631782,16.72441197351691
2022-01-05,000048.SZ,41.315138374952674,41.43629243236191,39.29793835290295,39.54114533305871,4391859,173659135.00130188,1.00006,False,False,45.191024895684116,36.97447491465064
